taxonomy_id,name,parent_id,parent_name
YO-7900.8000,Sales Managers,YO-7900,Sales and Related Occupations
YO-7900.8050,Sales Representatives,YO-7900,Sales and Related Occupations
YO-7900.8100,Securities/Commodities Sales Agents,YO-7900,Sales and Related Occupations
YO-7900.8500,Telemarketers,YO-7900,Sales and Related Occupations
YO-8000,Science and Mathematics Occupations,YO,Occupations
YO-8000.4500,Life Sciences Occupations,YO-8000,Science and Mathematics Occupations
YO-8000.4500-020,Agricultural/Food Scientists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-040,Aquatic Biologists/Limnologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-060,Biochemists/Molecular Biologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-120,Botanists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-140,Conservation Biologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-160,Ecologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-200,Epidemiologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-220,Evolutionary Biologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-250,Genetic Scientists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-450,Marine Biologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-500,Medical Scientists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-550,Microbiologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-600,Pharmacologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-650,Physiologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-700,Population Biologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-850,Toxicologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4500-980,Zoologists/Wildlife Biologists,YO-8000.4500,Life Sciences Occupations
YO-8000.4900,Mathematics and Statistics Occupations,YO-8000,Science and Mathematics Occupations
YO-8000.4900-050,Actuaries,YO-8000.4900,Mathematics and Statistics Occupations
YO-8000.4900-500,Mathematicians,YO-8000.4900,Mathematics and Statistics Occupations
YO-8000.4900-800,Statisticians,YO-8000.4900,Mathematics and Statistics Occupations
YO-8000.6500,Physical Sciences Occupations,YO-8000,Science and Mathematics Occupations
YO-8000.6500-050,Astronomers,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-080,Atmospheric Scientists/Meteorologists,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-150,Chemists,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-200,Environmental Scientists,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-250,Geologists,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-300,Geophysicists,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-600,Oceanographers,YO-8000.6500,Physical Sciences Occupations
YO-8000.6500-650,Physicists,YO-8000.6500,Physical Sciences Occupations
YO-8000.8000,Social Sciences Occupations,YO-8000,Science and Mathematics Occupations
YO-8000.8000-030,Anthropologists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-050,Archeologists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-070,Criminologists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-140,Demographers/Population Study Personnel,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-180,Economists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-240,Genealogists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-260,Geographers,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-280,Gerontologists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-300,Historians,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-600,Political Scientists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-800,Sociologists,YO-8000.8000,Social Sciences Occupations
YO-8000.8000-900,Urban/Regional Planners,YO-8000.8000,Social Sciences Occupations
YO-8200,Service Occupations,YO,Occupations
YO-8200.0400,Animal Related Service Occupations,YO-8200,Service Occupations
YO-8200.0400-050,Animal Caretakers/Pet Care Personnel,YO-8200.0400,Animal Related Service Occupations
YO-8200.0400-100,Animal Trainers,YO-8200.0400,Animal Related Service Occupations
YO-8200.0500,Apparel/Furnishings Service Occupations,YO-8200,Service Occupations
YO-8200.0500-180,Dry Cleaning/Laundry Workers,YO-8200.0500,Apparel/Furnishings Service Occupations
YO-8200.0500-750,Shoe Shiners,YO-8200.0500,Apparel/Furnishings Service Occupations
YO-8200.0500-800,Shoe/Luggage Repair Personnel,YO-8200.0500,Apparel/Furnishings Service Occupations
YO-8200.1000,Barbering/Cosmetology Occupations,YO-8200,Service Occupations
YO-8200.1000-100,Barbers,YO-8200.1000,Barbering/Cosmetology Occupations
YO-8200.1000-120,Body Piercing Technicians,YO-8200.1000,Barbering/Cosmetology Occupations
YO-8200.1000-300,Hairdressers,YO-8200.1000,Barbering/Cosmetology Occupations
YO-8200.1000-600,Nail Care Specialists,YO-8200.1000,Barbering/Cosmetology Occupations
YO-8200.1000-650,Permanent Makeup/Tattoo Artists,YO-8200.1000,Barbering/Cosmetology Occupations
YO-8200.1000-800,Skin Care Specialists,YO-8200.1000,Barbering/Cosmetology Occupations
YO-8200.1100,Building/Grounds Maintenance Occupations,YO-8200,Service Occupations
YO-8200.1100-250,Groundskeepers,YO-8200.1100,Building/Grounds Maintenance Occupations
YO-8200.1100-350,Janitors/Building Cleaners,YO-8200.1100,Building/Grounds Maintenance Occupations
YO-8200.1100-450,Landscaping Workers,YO-8200.1100,Building/Grounds Maintenance Occupations
YO-8200.1100-600,Pest Control Workers,YO-8200.1100,Building/Grounds Maintenance Occupations
YO-8200.1100-650,Pesticide Handlers/Weed Control Workers,YO-8200.1100,Building/Grounds Maintenance Occupations
YO-8200.1100-850,Tree Trimmers/Pruners,YO-8200.1100,Building/Grounds Maintenance Occupations
YO-8200.2000,Food/Beverage Related Service Occupations,YO-8200,Service Occupations
YO-8200.2000-060,Bakery Workers,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-080,Bartenders,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-100,Butchers/Meat Cutters,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-140,Chefs/Cooks,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-180,Dining Room Attendants,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-220,Food Preparation/Kitchen Cleanup Workers,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-260,Food Services Managers,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-650,Restaurant Hosts/Hostesses,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2000-950,Waiters/Waitresses,YO-8200.2000,Food/Beverage Related Service Occupations
YO-8200.2200,Funeral Directors/Mortuary Service Personnel,YO-8200,Service Occupations
YO-8200.3000,Hotel/Lodging Related Occupations,YO-8200,Service Occupations
YO-8200.3000-100,Bellhops/Porters,YO-8200.3000,Hotel/Lodging Related Occupations
YO-8200.3000-150,Concierges,YO-8200.3000,Hotel/Lodging Related Occupations
YO-8200.3000-250,Hotel/Motel Desk Clerks,YO-8200.3000,Hotel/Lodging Related Occupations
YO-8200.3000-330,Innkeepers/Lodging Managers,YO-8200.3000,Hotel/Lodging Related Occupations
YO-8200.3000-500,Maids/Housekeeping Personnel,YO-8200.3000,Hotel/Lodging Related Occupations
YO-8200.4500,Landlords,YO-8200,Service Occupations
YO-8200.6400,Personal Care Aides,YO-8200,Service Occupations
YO-8200.6500,Private Household Workers,YO-8200,Service Occupations
YO-8200.6500-180,Domestic Cooks,YO-8200.6500,Private Household Workers
YO-8200.6500-250,General Household Workers,YO-8200.6500,Private Household Workers
YO-8200.6500-300,Housekeepers/Butlers,YO-8200.6500,Private Household Workers
YO-8200.6500-550,Personal Valets,YO-8200.6500,Private Household Workers
YO-8200.6500-600,Private Caretakers,YO-8200.6500,Private Household Workers
YO-8200.6500-650,Private Child Care Workers,YO-8200.6500,Private Household Workers
YO-8200.7000,Recreation Service Occupations,YO-8200,Service Occupations
YO-8200.7000-050,Amusement/Recreation Attendants,YO-8200.7000,Recreation Service Occupations
YO-8200.7000-250,Gaming Services Personnel,YO-8200.7000,Recreation Service Occupations
YO-8200.7000-450,Locker Room/Coatroom/Dressing Room Attendants,YO-8200.7000,Recreation Service Occupations
YO-8200.7000-500,Motion Picture Projectionists,YO-8200.7000,Recreation Service Occupations
YO-8200.7000-900,Ushers/Ticket Takers,YO-8200.7000,Recreation Service Occupations
YO-8200.8000,Sex Trade Workers,YO-8200,Service Occupations
YO-8200.8500,Travel Industry Service Occupations,YO-8200,Service Occupations
YO-8200.8500-200,Flight/Train Attendants,YO-8200.8500,Travel Industry Service Occupations
YO-8200.8500-750,Tour Guides/Escorts,YO-8200.8500,Travel Industry Service Occupations
YO-8200.8500-800,Transportation Terminal Baggage Handlers,YO-8200.8500,Travel Industry Service Occupations
YO-8200.8500-850,Travel Agents,YO-8200.8500,Travel Industry Service Occupations
YO-8200.8500-900,Travel Guides,YO-8200.8500,Travel Industry Service Occupations
YO-8500,Transportation/Material Moving Occupations,YO,Occupations
YO-8500.0500,Air Transportation Personnel,YO-8500,Transportation/Material Moving Occupations
YO-8500.0500-050,Air Traffic Controllers,YO-8500.0500,Air Transportation Personnel
YO-8500.0500-100,Aircraft Pilots/Flight Engineers,YO-8500.0500,Air Transportation Personnel
YO-8500.0500-200,Flight Instructors,YO-8500.0500,Air Transportation Personnel
YO-8500.1000,Bus Drivers,YO-8500,Transportation/Material Moving Occupations
YO-8500.4900,Material Moving Personnel,YO-8500,Transportation/Material Moving Occupations
YO-8500.4900-100,Conveyor Operators/Tenders,YO-8500.4900,Material Moving Personnel
YO-8500.4900-150,Crane/Tower Operators,YO-8500.4900,Material Moving Personnel
YO-8500.4900-200,Forklift Operators,YO-8500.4900,Material Moving Personnel
YO-8500.4900-300,Hand Freight/Stock/Material Movers,YO-8500.4900,Material Moving Personnel
YO-8500.4900-350,Hand Packers/Packagers,YO-8500.4900,Material Moving Personnel
YO-8500.4900-400,Hoist/Winch Operators,YO-8500.4900,Material Moving Personnel
YO-8500.4900-650,Pumping/Pipeline Personnel,YO-8500.4900,Material Moving Personnel
YO-8500.4900-850,Tank Car/Ship Loaders,YO-8500.4900,Material Moving Personnel
YO-8500.4900-900,Trash/Recycling Collectors,YO-8500.4900,Material Moving Personnel
YO-8500.7000,Rail Transportation Personnel,YO-8500,Transportation/Material Moving Occupations
YO-8500.8500,Taxi Drivers/Chauffeurs,YO-8500,Transportation/Material Moving Occupations
YO-8500.8600,Transportation Support Personnel,YO-8500,Transportation/Material Moving Occupations
YO-8500.8600-050,Automobile Detailers,YO-8500.8600,Transportation Support Personnel
YO-8500.8600-150,Car Wash Attendants,YO-8500.8600,Transportation Support Personnel
YO-8500.8600-650,Parking Lot Attendants,YO-8500.8600,Transportation Support Personnel
YO-8500.8600-800,Service Station Attendants,YO-8500.8600,Transportation Support Personnel
YO-8500.8800,Truck Drivers,YO-8500,Transportation/Material Moving Occupations
YO-8500.9500,Water Transportation Personnel,YO-8500,Transportation/Material Moving Occupations
YP,Offenders,Y,Target Populations
YP-1000,Abusive Individuals,YP,Offenders
YP-1000.0100,Animal Abusers,YP-1000,Abusive Individuals
YP-1000.0500,Child Abusers,YP-1000,Abusive Individuals
YP-1000.0500-330,Incest Perpetrators,YP-1000.0500,Child Abusers
YP-1000.0800,Dependent Adult Abusers,YP-1000,Abusive Individuals
YP-1000.1800,Elder Abusers,YP-1000,Abusive Individuals
YP-1000.6500,Parent Abusers,YP-1000,Abusive Individuals
YP-1000.8000,Spouse/Intimate Partner Abusers,YP-1000,Abusive Individuals
YP-1000.8000-200,Female Spouse/Intimate Partner Abusers,YP-1000.8000,Spouse/Intimate Partner Abusers
YP-1000.8000-500,Male Spouse/Intimate Partner Abusers,YP-1000.8000,Spouse/Intimate Partner Abusers
YP-1100,Accused Persons Claiming Innocence,YP,Offenders
YP-1125,Active Shooters,YP,Offenders
YP-1150,Arsonists,YP,Offenders
YP-1450,Court Ordered Individuals,YP,Offenders
YP-1500,Criminal Suspects,YP,Offenders
YP-1520,Cybercriminals,YP,Offenders
YP-1550,Deadbeat Parents,YP,Offenders
YP-1600,Defendants,YP,Offenders
YP-1700,Deserters,YP,Offenders
YP-1800,Detainees,YP,Offenders
YP-1900,Drug Offenders,YP,Offenders
YP-2100,Fugitives,YP,Offenders
YP-2500,Gang Members,YP,Offenders
YP-3000,Hate Crime Perpetrators,YP,Offenders
YP-3300,Inmates,YP,Offenders
YP-3300.1400,Foreign Inmates,YP-3300,Inmates
YP-3300.3300,Incarcerated Youth,YP-3300,Inmates
YP-3500,Juvenile Delinquents,YP,Offenders
YP-3500.1500,Juvenile Offenders,YP-3500,Juvenile Delinquents
YP-3500.8000,Status Offenders,YP-3500,Juvenile Delinquents
YP-6300,Parolees,YP,Offenders
YP-6350,Personal Injury Perpetrators,YP,Offenders
YP-6400,Probationers,YP,Offenders
YP-7000,Radicalized/Extremist Individuals and Groups,YP,Offenders
YP-8000,Sex Offenders,YP,Offenders
YP-8000.0500,Adult Sex Offenders,YP-8000,Sex Offenders
YP-8000.1500,Child/Adolescent Sex Offenders,YP-8000,Sex Offenders
YP-8250,Shoplifters,YP,Offenders
YP-8500,Traffic Law Violators,YP,Offenders
YQ,Organizational/Practitioner Perspectives,Y,Target Populations
YQ-1500,Consumer Directed Organizational Perspective,YQ,Organizational/Practitioner Perspectives
YQ-1980,Faith Based Organizational Perspective,YQ,Organizational/Practitioner Perspectives
YQ-1980.2500,Fundamentalist Religious Organizational Perspective,YQ-1980,Faith Based Organizational Perspective
YQ-2000,Feminist Organizational Perspective,YQ,Organizational/Practitioner Perspectives
YQ-3000,Harm Reduction Perspective,YQ,Organizational/Practitioner Perspectives
YQ-3050,Housing First Organizational Perspective,YQ,Organizational/Practitioner Perspectives
YQ-6500,Partisan Political Organizational Perspective,YQ,Organizational/Practitioner Perspectives
YQ-6600,Programs Incorporating Evidence Based Practices,YQ,Organizational/Practitioner Perspectives
YQ-8500,Trauma Informed Organizational/Practitioner Perspective,YQ,Organizational/Practitioner Perspectives
YR,Religious Groups/Communities,Y,Target Populations
YR-1000,Baha'i Community,YR,Religious Groups/Communities
YR-1200,Buddhist Community,YR,Religious Groups/Communities
YR-1500,Christian Community,YR,Religious Groups/Communities
YR-1500.0250,Amish Community,YR-1500,Christian Community
YR-1500.0260,,YR-1500,Christian Community
YR-1500.1050,Baptist Community,YR-1500,Christian Community
YR-1500.1150,Born Again Christian Community,YR-1500,Christian Community
YR-1500.1350,Catholic Community,YR-1500,Christian Community
YR-1500.1400,Christian Science Community,YR-1500,Christian Community
YR-1500.1450,Congregationalist Community,YR-1500,Christian Community
YR-1500.1500,Coptic Community,YR-1500,Christian Community
YR-1500.1800,Episcopalian Community,YR-1500,Christian Community
YR-1500.2500,Greek Orthodox Community,YR-1500,Christian Community
YR-1500.3500,Jehovah's Witnesses Community,YR-1500,Christian Community
YR-1500.4500,Lutheran Community,YR-1500,Christian Community
YR-1500.4900,Mennonite Community,YR-1500,Christian Community
YR-1500.5000,Methodist Community,YR-1500,Christian Community
YR-1500.5200,Mormon Community,YR-1500,Christian Community
YR-1500.6400,Pentecostal Community,YR-1500,Christian Community
YR-1500.6500,Presbyterian Community,YR-1500,Christian Community
YR-1500.6600,Quaker Community,YR-1500,Christian Community
YR-1500.7000,Russian Orthodox Community,YR-1500,Christian Community
YR-1500.8000,Salvationist Community,YR-1500,Christian Community
YR-1500.8200,Seventh Day Adventist Community,YR-1500,Christian Community
YR-1500.9100,,YR-1500,Christian Community
YR-1600,Confucianist Community,YR,Religious Groups/Communities
YR-3000,Hindu Community,YR,Religious Groups/Communities
YR-3300,Indigenous/Native Spiritual Traditions,YR,Religious Groups/Communities
YR-3450,Jain Community,YR,Religious Groups/Communities
YR-3500,Jewish Community,YR,Religious Groups/Communities
YR-3500.1500,Conservative Jewish Community,YR-3500,Jewish Community
YR-3500.6300,Orthodox Jewish Community,YR-3500,Jewish Community
YR-3500.7000,Reconstructionist Jewish Community,YR-3500,Jewish Community
YR-3500.7200,Reform Jewish Community,YR-3500,Jewish Community
YR-5000,Muslim Community,YR,Religious Groups/Communities
YR-6500,Neo-Pagans,YR,Religious Groups/Communities
YR-6580,Nonreligious/Secular Groups,YR,Religious Groups/Communities
YR-6580.0100,Agnostics,YR-6580,Nonreligious/Secular Groups
YR-6580.0400,Atheists,YR-6580,Nonreligious/Secular Groups
YR-6700,Rosicrucians,YR,Religious Groups/Communities
YR-8000,Shinto Community,YR,Religious Groups/Communities
YR-8050,Sikh Community,YR,Religious Groups/Communities
YR-8480,Taoist Community,YR,Religious Groups/Communities
YR-8500,Theosophists,YR,Religious Groups/Communities
YR-9000,Unitarian Universalist Community,YR,Religious Groups/Communities
YR-9900,Zoroastrian Community,YR,Religious Groups/Communities
YS,Sex/Gender,Y,Target Populations
YS-2000,Females,YS,Sex/Gender
YS-2000.2500,Girls,YS-2000,Females
YS-2000.9500,Women,YS-2000,Females
YS-3300,Intersex Individuals,YS,Sex/Gender
YS-5000,Males,YS,Sex/Gender
YS-5000.1000,Boys,YS-5000,Males
YS-5000.5000,Men,YS-5000,Males
YS-8500,Transgender Individuals,YS,Sex/Gender
YS-8500.2000,Female to Male Transgender Individuals,YS-8500,Transgender Individuals
YS-8500.5000,Male to Female Transgender Individuals,YS-8500,Transgender Individuals
YT,Sexual Orientation/Gender Identity,Y,Target Populations
YT-2400,LGBTQ Individuals,YT,Sexual Orientation/Gender Identity
YT-2400.1000,Bisexuals,YT-2400,LGBTQ Individuals
YT-2400.2500,Gay Men,YT-2400,LGBTQ Individuals
YT-2400.4500,Lesbians,YT-2400,LGBTQ Individuals
YT-2400.4550,LGBTQ Youth,YT-2400,LGBTQ Individuals
YT-2400.9000,Two Spirit Individuals,YT-2400,LGBTQ Individuals
YT-7500,Straight Individuals,YT,Sexual Orientation/Gender Identity
YV,Transients,Y,Target Populations
YV-0400,At Risk for Homelessness,YV,Transients
YV-3000,Homeless People,YV,Transients
YV-3000.1500,Chronically Homeless,YV-3000,Homeless People
YV-3000.1550,Homeless Couples,YV-3000,Homeless People
YV-3000.1800,Evicted People,YV-3000,Homeless People
YV-3000.3000,Homeless Families,YV-3000,Homeless People
YV-3000.3050,Homeless Men,YV-3000,Homeless People
YV-3000.3100,Homeless Mentally Ill,YV-3000,Homeless People
YV-3000.3150,Homeless Veterans,YV-3000,Homeless People
YV-3000.7500,Homeless Women,YV-3000,Homeless People
YV-3000.8000,Homeless Youth,YV-3000,Homeless People
YV-5000,Migrants,YV,Transients
YV-6500,Previously Homeless People,YV,Transients
YV-8500,Travelers,YV,Transients
YW,Urban/Rural Location,Y,Target Populations
YW-1500,Colonias Residents,YW,Urban/Rural Location
YW-2000,Frontier Residents,YW,Urban/Rural Location
YW-3280,,YW,Urban/Rural Location
YW-3285,,YW,Urban/Rural Location
YW-3300,Inner City Residents,YW,Urban/Rural Location
YW-7000,Rural Residents,YW,Urban/Rural Location
YW-8000,Suburban Residents,YW,Urban/Rural Location
YW-8500,Tribal Reservation Residents,YW,Urban/Rural Location
YW-9000,Urban Residents,YW,Urban/Rural Location
YX,Victims/Survivors,Y,Target Populations
YX-0100,,YX,Victims/Survivors
YX-0300,Abused Adults,YX,Victims/Survivors
YX-0300.0100,Abused Dependent Adults,YX-0300,Abused Adults
YX-0300.0125,Abused Lesbians/Gay Individuals,YX-0300,Abused Adults
YX-0300.0150,Abused Men,YX-0300,Abused Adults
YX-0300.0160,Abused Non-Citizens,YX-0300,Abused Adults
YX-0300.0185,Abused Transgender Individuals,YX-0300,Abused Adults
YX-0300.0190,Abused Women,YX-0300,Abused Adults
YX-0300.0500,Adult Child Abuse Survivors,YX-0300,Abused Adults
YX-0300.1800,Elder Abuse Victims,YX-0300,Abused Adults
YX-0300.1950,Emotionally Abused Adults,YX-0300,Abused Adults
YX-0300.2050,Financially Abused Adults,YX-0300,Abused Adults
YX-0300.6400,Physically Abused Adults,YX-0300,Abused Adults
YX-0300.8100,Sexually Abused Adults,YX-0300,Abused Adults
YX-0300.8100-030,Adult Incest Survivors,YX-0300.8100,Sexually Abused Adults
YX-0300.8100-050,Adult Sexual Assault Survivors,YX-0300.8100,Sexually Abused Adults
YX-0300.8100-065,Adult Survivors of Child Sexual Abuse,YX-0300.8100,Sexually Abused Adults
YX-0300.8100-100,Adults Sexually Abused by Clergy,YX-0300.8100,Sexually Abused Adults
YX-0300.8100-500,Military Sexual Trauma Victims,YX-0300.8100,Sexually Abused Adults
YX-0300.8100-800,Spouse/Intimate Partner Sexual Assault Survivors,YX-0300.8100,Sexually Abused Adults
YX-0500,Abused Children,YX,Victims/Survivors
YX-0500.1400,Children Abused in Residential/Institutional Settings,YX-0500,Abused Children
YX-0500.1800,Emotionally Abused Children,YX-0500,Abused Children
YX-0500.6000,Neglected Children,YX-0500,Abused Children
YX-0500.6400,Physically Abused Children,YX-0500,Abused Children
YX-0500.8000,Sexually Abused Children,YX-0500,Abused Children
YX-0500.8000-100,Child Incest Survivors,YX-0500.8000,Sexually Abused Children
YX-0500.8000-150,Child Sexual Assault Survivors,YX-0500.8000,Sexually Abused Children
YX-0500.8000-200,Children Sexually Abused by Clergy,YX-0500.8000,Sexually Abused Children
YX-0500.8000-800,Sexually Exploited Children,YX-0500.8000,Sexually Abused Children
YX-0600,Accident Victims,YX,Victims/Survivors
YX-0600.5000,Mine Accident Victims,YX-0600,Accident Victims
YX-0600.8500,Traffic Accident Victims,YX-0600,Accident Victims
YX-0600.8500-900,Victims of Accidents Caused by Impaired Drivers,YX-0600.8500,Traffic Accident Victims
YX-0600.9100,Workplace Accident Victims,YX-0600,Accident Victims
YX-1100,Bullying Victims,YX,Victims/Survivors
YX-1500,Crime Victims,YX,Victims/Survivors
YX-1500.0050,Active Shooter Victims,YX-1500,Crime Victims
YX-1500.0075,Assault/Battery Victims,YX-1500,Crime Victims
YX-1500.1000,Burglary Victims,YX-1500,Crime Victims
YX-1500.1500,Cybercrime Victims,YX-1500,Crime Victims
YX-1500.2000,Female Genital Mutilation Victims,YX-1500,Crime Victims
YX-1500.2100,Fraud Victims,YX-1500,Crime Victims
YX-1500.3000,Hate Crime Victims,YX-1500,Crime Victims
YX-1500.3200,Hostages,YX-1500,Crime Victims
YX-1500.3300,Identity Theft Victims,YX-1500,Crime Victims
YX-1500.4000,Kidnap Victims,YX-1500,Crime Victims
YX-1500.5000,Mugging Victims,YX-1500,Crime Victims
YX-1500.7000,Robbery Victims,YX-1500,Crime Victims
YX-1500.8000,Stalking Victims,YX-1500,Crime Victims
YX-1500.8500,Torture Survivors,YX-1500,Crime Victims
YX-1500.9000,Victims of Human Trafficking,YX-1500,Crime Victims
YX-1500.9000-150,Child Trafficking Victims,YX-1500.9000,Victims of Human Trafficking
YX-1500.9000-400,Labor Trafficking Victims,YX-1500.9000,Victims of Human Trafficking
YX-1500.9000-800,Sex Trafficking Victims,YX-1500.9000,Victims of Human Trafficking
YX-1500.9000-900,Victims of Trafficking for Organ Trade,YX-1500.9000,Victims of Human Trafficking
YX-1500.9500,Workplace Violence Victims,YX-1500,Crime Victims
YX-1550,Crime Witnesses,YX,Victims/Survivors
YX-1550.1500,Children Witnessing Violence,YX-1550,Crime Witnesses
YX-1600,Deserted Spouses,YX,Victims/Survivors
YX-1800,Disaster Victims,YX,Victims/Survivors
YX-1800.0400,Avalanche Victims,YX-1800,Disaster Victims
YX-1800.1800,Earthquake Victims,YX-1800,Disaster Victims
YX-1800.1850,Extreme Heat Emergency Victims,YX-1800,Disaster Victims
YX-1800.2000,Fire Victims,YX-1800,Disaster Victims
YX-1800.2100,Flood Victims,YX-1800,Disaster Victims
YX-1800.3000,Hurricane Victims,YX-1800,Disaster Victims
YX-1800.6100,Oil Spill Victims,YX-1800,Disaster Victims
YX-1800.6400,People Experiencing a Power Outage,YX-1800,Disaster Victims
YX-1800.8480,Terrorist Attack Victims,YX-1800,Disaster Victims
YX-1800.8500,Tornado Victims,YX-1800,Disaster Victims
YX-1800.8600,Tsunami Victims,YX-1800,Disaster Victims
YX-1800.9500,Winter Storm Victims,YX-1800,Disaster Victims
YX-1810,Disaster Witnesses,YX,Victims/Survivors
YX-1900,Evacuees,YX,Victims/Survivors
YX-3000,Holocaust Survivors,YX,Victims/Survivors
YX-6500,Political Surveillance Victims,YX,Victims/Survivors
YX-8000,Sexual Harassment Victims,YX,Victims/Survivors
YX-9000,War Victims,YX,Victims/Survivors
YY,Volunteers,Y,Target Populations
YY-0500,Age Based Volunteers,YY,Volunteers
YY-0500.0400,Adolescent Volunteers,YY-0500,Age Based Volunteers
YY-0500.0500,Adult Volunteers,YY-0500,Age Based Volunteers
YY-0500.6000,Older Adult Volunteers,YY-0500,Age Based Volunteers
YY-0500.9500,Young Adult Volunteers,YY-0500,Age Based Volunteers
YY-1000,Behind the Scenes Volunteers,YY,Volunteers
YY-1800,Direct Service Volunteers,YY,Volunteers
YY-3000,Home Based Volunteers,YY,Volunteers
YY-3000.6000,Online Volunteers,YY-3000,Home Based Volunteers
YY-3000.8000,Telephone Volunteers,YY-3000,Home Based Volunteers
YY-3500,International Volunteers,YY,Volunteers
YY-8000,Solo Volunteers,YY,Volunteers
YY-9000,Volunteer Groups,YY,Volunteers
YY-9000.1500,Civic Group Volunteers,YY-9000,Volunteer Groups
YY-9000.1800,Employee Group Volunteers,YY-9000,Volunteer Groups
YY-9000.1900,Faith Based Group Volunteers,YY-9000,Volunteer Groups
YY-9000.2000,Family Group Volunteers,YY-9000,Volunteer Groups
YY-9000.2200,Friends Group Volunteers,YY-9000,Volunteer Groups
YY-9000.9500,Youth Club/Troop Related Volunteers,YY-9000,Volunteer Groups
YY-9200,Volunteers With Time Commitment Preferences,YY,Volunteers
YY-9200.1900,Evening Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.2200,Full Time Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.5000,Monthly Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.6500,Occasional Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.6600,One Time Only Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.9000,Weekday Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.9100,Weekend Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YY-9200.9200,Weekly Volunteers,YY-9200,Volunteers With Time Commitment Preferences
YZ,Topical Identifiers/Issues,Y,Target Populations
YZ-0030,Abandoned Baby Issues,YZ,Topical Identifiers/Issues
YZ-0100,Abortion Issues,YZ,Topical Identifiers/Issues
YZ-0130,Accessibility Issues,YZ,Topical Identifiers/Issues
YZ-0150,Addictions/Dependencies Issues,YZ,Topical Identifiers/Issues
YZ-0200,Adoption/Foster Care Issues,YZ,Topical Identifiers/Issues
YZ-0310,After School/Summer Program Issues,YZ,Topical Identifiers/Issues
YZ-0330,Agricultural Issues,YZ,Topical Identifiers/Issues
YZ-0350,AIDS/HIV Issues,YZ,Topical Identifiers/Issues
YZ-0400,Alcohol Use Disorder Issues,YZ,Topical Identifiers/Issues
YZ-0430,Anger/Violence Issues,YZ,Topical Identifiers/Issues
YZ-0450,Animal/Pet Issues,YZ,Topical Identifiers/Issues
YZ-0500,Arts/Humanities Issues,YZ,Topical Identifiers/Issues
YZ-0600,Assistive Technology Issues,YZ,Topical Identifiers/Issues
YZ-0750,Bioethics Issues,YZ,Topical Identifiers/Issues
YZ-0800,Bioterrorism Issues,YZ,Topical Identifiers/Issues
YZ-1000,Business Issues,YZ,Topical Identifiers/Issues
YZ-1250,,YZ,Topical Identifiers/Issues
YZ-1350,Caregiver Issues,YZ,Topical Identifiers/Issues
