accreditations,id,alternate_name,date_incorporated,description,email,funding_sources,legal_status,licenses,name,tax_id,tax_status,website
,168754,,,,,,,,Maryland Department of Public Safety & Correctional Services,,None or unknown,
,168754,,,,,,,,Maryland Department of Public Safety & Correctional Services,,None or unknown,
,168754,,,,,,,,Maryland Department of Public Safety & Correctional Services,,None or unknown,
,168861,,,,,,,,Baltimore Outreach Services,,None or unknown,
,168862,,,,,,,,Dayspring Programs,,None or unknown,
,168862,,,,,,,,Dayspring Programs,,None or unknown,
,168875,,,,,,,,Baltimore City Bar Association,,None or unknown,
,168877,,,,,,,,Hostelling International - USA Potomac Area Council,,None or unknown,
,168881,,,,,,,,The Family Center at Kennedy Krieger,,None or unknown,
,168900,,,,,,,,Governor's Office,,None or unknown,
,168943,,,,,,,,Cherry Hill Homes,,None or unknown,
,168943,,,,,,,,Cherry Hill Homes,,None or unknown,
,168989,,,,,,,,Survivors of Suicide,,None or unknown,
,169001,,,,,,,,Morgan State University,,None or unknown,
,169001,,,,,,,,Morgan State University,,None or unknown,
,169010,,,,,,,,Johns Hopkins Children's Center,,None or unknown,
,169011,,,,,,,,National Alliance on Mental Illness of Maryland,,None or unknown,
,169014,,,,,,,,Baltimore County Office of Workforce Development,,None or unknown,
,169014,,,,,,,,Baltimore County Office of Workforce Development,,None or unknown,
,169021,,,,,,,,Developmental Disabilities Administration ,,None or unknown,
,169023,,,,,,,,Center for Community Integration,,None or unknown,
,169027,,,,,,,,United States Department of Health and Human Services,,None or unknown,
,169035,,,,,,,,Episcopal Housing Corporation,,None or unknown,
,169036,,,,,,,,Garwyn Oaks Housing Resource Center,,None or unknown,
,169047,,,,,,,,"Book Thing of Baltimore, The",,None or unknown,
,169051,,,,,,,,NorthEast Development Alliance,,None or unknown,
,169052,,,,,,,,Pathway Church of God ,,None or unknown,
,169052,,,,,,,,Pathway Church of God ,,None or unknown,
,169061,,,,,,,,Structured Employment Economic Development Corporation,,None or unknown,
,169061,,,,,,,,Structured Employment Economic Development Corporation,,None or unknown,
,169066,,,,,,,,Service Employees International Union,,None or unknown,
,169071,,,,,,,,Helping Other People Through Empowerment ,,None or unknown,
,169071,,,,,,,,Helping Other People Through Empowerment ,,None or unknown,
,169074,,,,,,,,Optimum Health Systems,,None or unknown,
,169080,,,,,,,,Druid Heights Community Development Corporation,,None or unknown,
,169084,,,,,,,,Southeast Community Development Corporation,,None or unknown,
,169095,,,,,,,,Civil Justice,,None or unknown,
,169096,,,,,,,,Spectrum Support,,None or unknown,
,169112,,,,,,,,Coppin Heights Community Development Corporation,,None or unknown,
,169139,,,,,,,,Maryland State Board of Elections,,None or unknown,
,169142,,,,,,,,Baltimore City Sheriff's Office,,None or unknown,
,169144,,,,,,,,Baltimore City Circuit Court,,None or unknown,
,169144,,,,,,,,Baltimore City Circuit Court,,None or unknown,
,169149,,,,,,,,University of Maryland School of Social Work,,None or unknown,
,169149,,,,,,,,University of Maryland School of Social Work,,None or unknown,
,169150,,,,,,,,US Department of Defense,,None or unknown,
,169150,,,,,,,,US Department of Defense,,None or unknown,
,174272,,,,,,,,Loyola University in Maryland,,None or unknown,
,174293,,,,,,,,Maryland Department of Information and Technology,,None or unknown,
,174293,,,,,,,,Maryland Department of Information and Technology,,None or unknown,
,182028,,,Located in between the intersections of East Saratoga Street and East Lexington Street.†,,,,,Job Opportunities Task Force (JOTF),,None or unknown,
,182028,,,,,,,,Job Opportunities Task Force (JOTF),,None or unknown,
,182028,,,,,,,,Job Opportunities Task Force (JOTF),,None or unknown,
,182028,,,,,,,,Job Opportunities Task Force (JOTF),,None or unknown,
,182028,,,,,,,,Job Opportunities Task Force (JOTF),,None or unknown,
,182028,,,,,,,,Job Opportunities Task Force (JOTF),,None or unknown,
,182559,,,,,,,,University of Baltimore,,None or unknown,
,182563,,,,,,,,Maryland Church of God,,None or unknown,
,182683,,,,,,,,Maryland Crime Victims Resource Center,,None or unknown,
,188179,,,,,,,,Higher Achievement Program,,None or unknown,
,201133,,,,,,,,Maryland Family Network,,None or unknown,
,201133,,,,,,,,Maryland Family Network,,None or unknown,
,201133,,,,,,,,Maryland Family Network,,None or unknown,
,201133,,,,,,,,Maryland Family Network,,None or unknown,
,201133,,,,,,,,Maryland Family Network,,None or unknown,
,201551,,,,,,,,LHC Group,,None or unknown,
,201551,,,,,,,,LHC Group,,None or unknown,
,201621,,,,,,,,Amedisys,,None or unknown,
,203444,,,,,,,,Village Learning Place,,None or unknown,
,203444,,,,,,,,Village Learning Place,,None or unknown,
,203459,,,,,,,,National Court Appointed Special Advocate Program,,None or unknown,
,203599,,,,,,,,Baltimore Urban Debate League,,None or unknown,
,203786,,,,,,,,Bell Foundation,,None or unknown,
,203791,,,,,,,,Pan in the Community,,None or unknown,
,203809,,,,,,,,"Fitness Fun & Games, Inc.",,None or unknown,
,203844,,,,,,,,"OrchKids, Inc.",,None or unknown,
,204007,,,,,,,,Creative Alliance,,None or unknown,
,204262,,,,,,,,"Reclaiming Our Children and Community Project, Inc.",,None or unknown,
,204343,,,,,,,,Youth Media,,None or unknown,
,212342,,,,,,,,Y.E.S. Club,,None or unknown,
,219213,,,,,,,,CSI Support and Development,,None or unknown,
,219272,,,,,,,,JPS Health Services,,None or unknown,
,219399,,,,,,,,Jai Medical Center,,None or unknown,
,219399,,,,,,,,Jai Medical Center,,None or unknown,
,219399,,,,,,,,Jai Medical Center,,None or unknown,
,219399,,,,,,,,Jai Medical Center,,None or unknown,
,219426,,,,,,,,New Waverly United Methodist Church,,None or unknown,
,259785,,,,,,,,St. Peter Manna Locker,,None or unknown,
,259785,,,,,,,,St. Peter Manna Locker,,None or unknown,
,259785,,,,,,,,St. Peter Manna Locker,,None or unknown,
,259785,,,,,,,,St. Peter Manna Locker,,None or unknown,
,259792,,,,,,,,Christian Memorial Church,,None or unknown,
,260007,,,,,,,,New Life Fellowship Church of Christ,,None or unknown,
,260063,,,,,,,,Islamic Society of Baltimore,,None or unknown,
,260072,,,,,,,,Maryland Board of Nursing,,None or unknown,
,260285,,,,,,,,American Legion National Headquarters,,None or unknown,
,271139,,,,,,,,Calvary Baptist Church,,None or unknown,
,271284,,,,,,,,Temple House,,None or unknown,
,358097,,,,,,,,Baltimore American Indian Center,,None or unknown,
,358099,,,,,,,,Apex Counseling Center,,None or unknown,
,358497,,,,,,,,Dress For Success Worldwide,,None or unknown,
,358719,,,,,,,,Maryland Energy Administration,,None or unknown,
,358732,,,,,,,,Maryland Department of Environment,,None or unknown,
,358851,,,,,,,,Mt. Moriah Church,,None or unknown,
,358869,,,,,,,,Boundless Innovations for Holistic Living,,None or unknown,
,358869,,,Across the street from Edmondson Westside High School.,,,None or unknown,,Boundless Innovations for Holistic Living,,None or unknown,
,367690,,,,,,,,World Relief,,None or unknown,
,367693,,,,,,,,Freedom Advocates Celebrating Ex-Offenders,,None or unknown,
,367995,,,,,,,,Metro Crime Stoppers,,None or unknown,
,368000,,,,,,,,New Vision House of Hope,,None or unknown,
,368000,,,,,,,,New Vision House of Hope,,None or unknown,
,374366,,,,,,,,Light of Truth Center,,None or unknown,
,374389,,,,,,,,Port Recovery,,None or unknown,
,374389,,,,,,,,Port Recovery,,None or unknown,
,374398,,,,,,,,Mount Pleasant ,,None or unknown,
,401426,,,,,,,,Beth-El Temple Church of Christ,,None or unknown,
,401426,,,,,,,,Beth-El Temple Church of Christ,,None or unknown,
,401849,,,,,,,,First Baptist Church of Dundalk,,None or unknown,
,616544,,,ASSISTED LIVING: Provides short and long-term care with 24-hour personal supervision by a†registered†nurse in a community setting.,info@allstaffinginc.com,,None or unknown,,All Together Network,,None or unknown,www.allstaffinginc.com
,616544,,,ASSISTED LIVING: Provides short and long-term care with 24-hour personal supervision by a†registered†nurse in a community setting.,info@allstaffinginc.com,,None or unknown,,All Together Network,,None or unknown,www.allstaffinginc.com
,616544,,,,,,,,All Together Network,,None or unknown,
,616544,,,Near Tunbridge†Road and Ivanhoe†Avenue. Not near an accessible bus route.†,,,None or unknown,,All Together Network,,None or unknown,
,616544,,,Near Tunbridge†Road and Ivanhoe†Avenue. Not near an accessible bus route.†,,,None or unknown,,All Together Network,,None or unknown,
,616558,,,,,,,,Institutes for Behavioral Resources,,None or unknown,
,616562,,,,,,,,Man Alive,,None or unknown,
,616571,,,,,,,,Beechfield United Methodist,,None or unknown,
,616574,,,,,,,,David B Wright Memorial Foundation,,None or unknown,
,1110733,,,,,,,,Roberta's House Family Grief Support Center,,None or unknown,
,1294078,,,,,,,,Boys and Girls Clubs of America,,None or unknown,
,1608504,,,Located in Mondawmin Mall.,info@change-health.com,,None or unknown,,Change Health Systems,,None or unknown,www.change-health.com
,1739551,,,,,,,,Brooklyn Community United Methodist Church ,,None or unknown,
,1739551,,,,,,,,Brooklyn Community United Methodist Church ,,None or unknown,
,1740613,,,,,,,,Loving Arms,,None or unknown,
,1740990,,,,,,,,Walters Art Museum,,None or unknown,
,1741086,,,,,,,,Parks and People Foundation,,None or unknown,
,1786020,,,"Located on Falls Road, there is a small parking lot attached and a garage is available.<br />†",,,,,Art with a Heart,,None or unknown,
,1830710,,,,,,,,CollegeBound Foundation,,None or unknown,
,1830800,,,,,,,,UMAR Boxing ,,None or unknown,
,2001145,,,,,,,,Project Teaching Our Own Understanding and Responsibility,,None or unknown,
,2001145,,,,,,,,Project Teaching Our Own Understanding and Responsibility,,None or unknown,
,2001145,,,,,,,,Project Teaching Our Own Understanding and Responsibility,,None or unknown,
,2001145,,,,,,,,Project Teaching Our Own Understanding and Responsibility,,None or unknown,
,2001145,,,,,,,,Project Teaching Our Own Understanding and Responsibility,,None or unknown,
,2001145,,,,,,,,Project Teaching Our Own Understanding and Responsibility,,None or unknown,
,2698485,,,,,,,,Urban Alliance ,,None or unknown,
,2967177,,,,,,,,"Hearts and Ears, Inc.",,None or unknown,
,3009943,,,,,,,,Charm City Clinic,,None or unknown,
,3171543,,,,,,,,New Psalmist Baptist Church,,None or unknown,
,3171543,,,,,,,,New Psalmist Baptist Church,,None or unknown,
,3373846,,,,,,,,Archdiocese of Baltimore,,None or unknown,
,3629791,,,,,,,,Pen Lucy Action Network,,None or unknown,
,3688393,,,,,,,,A Mother's Cry,,None or unknown,
,6941139,,,,,,,,St. Mary's Church,,None or unknown,
,7154751,,,,,,,,Tender Touch Assisted Living,,None or unknown,
,8891969,,,,,,,,"Baltimore City Department of Housing & Community Development Division of Green, Healthy & Sustainable Homes",,None or unknown,
,8892260,,,,,,,,"Ulman Cancer Fund, The",,None or unknown,
,9061262,,,,,,,,Baltimore Community Tool Bank,,None or unknown,
,9219438,,,,,,,,"Hampden Health Solutions, Inc.",,None or unknown,
,9693853,,,,,,,,East Baltimore Church of God,,None or unknown,
,9693892,,,,,,,,Youth Empowered Society,,None or unknown,
,9789514,,,,,,,,Epworth United Methodist Chapel,,None or unknown,
,10117122,,,,,,,,FreeState Legal Project,,None or unknown,
,10562264,,,,,,,,Carney Assembly of God,,None or unknown,
,11920917,,,,,,,,St. Clement's Church,,None or unknown,
,12277601,,,,,,,,Pressley Ridge,,None or unknown,
,12477699,,,,,,,,Second Chance,,None or unknown,
,12689149,,,,,,,,My Covenant Place,,None or unknown,
,12830652,,,,,,,,Scarlet Covering ,,None or unknown,
,12832490,,,,,,,,St. Luke's Catholic Church,,None or unknown,
,14884621,,,,,,,,Maryland Health Connection,,None or unknown,
,14982140,,,,,,,,Govans Presbyterian Church,,None or unknown,
,15044791,,,,,,,,Community Mediation Maryland,,None or unknown,
,17174779,,,,,,,,Family Recovery Program,,None or unknown,
,17175009,,,,,,,,Park Heights Renaissance,,None or unknown,
,21272107,,,,,,,,Lutheran Immigration and Refugee Service,,None or unknown,
,23505117,,,,,,,,Union Baptist Church ,,None or unknown,
,24322688,,,,,,,,Mt Oliver Missionary Baptist Church ,,None or unknown,
,24418029,,,,,,,,Mattie B. Uzzle Outreach Center,,None or unknown,
,26878053,,,,,,,,Northside Baptist Church ,,None or unknown,
,27851383,,,,,,,,Baltimore Therapy Center,,None or unknown,
,27851469,,,,,,,,Drink At The Well,,None or unknown,
,28766236,,,,,,,,Safe Alternative Foundation for Education (SAFE),,None or unknown,
,29057295,,,,,,,,Deliverance Through Jesus Christ Apostolic Faith Church,,None or unknown,
,29426582,,,,,,,,WIN Family Services,,None or unknown,
,30817598,,,,,,,,Southeast Community Development Corporation,,None or unknown,
,31463212,,,,,,,,Asylee Women Enterprise,,None or unknown,
,31463215,,,,,,,,"Clay Pots, A Place to Grow",,None or unknown,
,34283650,,,,,,,,Tahirih Justice Center,,None or unknown,
,35281678,,,,,,,,Gather Baltimore,,None or unknown,
,35553872,,,,,,,,Faith Tabernacle Church,,None or unknown,
,36814220,,,,,,,,Manna Bible Baptist Church,,None or unknown,
,37337784,,,,,,,,Baltimore City Department of Public Works,,None or unknown,
,38339526,,,,,,,,Baltimore Regional Housing Partnership,,None or unknown,
,38359492,,,,,,,,Olivet Baptist Church,,None or unknown,
,39378823,,,,,,,,Mount Zion Food Pantry,,None or unknown,
,39970361,,,,,,,,St. Matthias Episcopal Church,,None or unknown,
,40202590,,,,,,,,St. Luke Lutheran Church,,None or unknown,
,40202590,,,,,,,,St. Luke Lutheran Church,,None or unknown,
,41274411,,,,,,,,Evergreen AME Church,,None or unknown,
,42114823,,,,,,,,"Faith Baptist Church, Baltimore City",,None or unknown,
,42254217,,,,,,,,Divine Deliverance Apostle Faith Church,,None or unknown,
,44865489,,,,,,,,Blossoms House of Restoration ,,None or unknown,
,48463262,,,Near the intersection of West Lafayette Avenue and North Charles Street.†,,,None or unknown,,Empowering Minds Resource Center ,,None or unknown,
,51054427,,,,,,None or unknown,,Centers for Behavioral Health,,None or unknown,
,53488803,,,Near the intersections of Frankford Avenue and Greenhill Avenue.,,,,,St. Anthony of Padua Church,,None or unknown,
,54147319,,,,,,,,Wright Way Tax Solutions,,None or unknown,
,54843697,,,Located near the intersections of Rutland Avenue and McDonogh Street.,,,,,Baltimore City Mayor's Office of Human Services ,,None or unknown,
,54843697,,,,,,,,Baltimore City Mayor's Office of Human Services ,,None or unknown,
,54843697,,,,,,,,Baltimore City Mayor's Office of Human Services ,,None or unknown,
,54843697,,,,,,,,Baltimore City Mayor's Office of Human Services ,,None or unknown,
,54843697,,,,,,,,Baltimore City Mayor's Office of Human Services ,,None or unknown,
,54943247,,,,,,,,Faith Community Church ,,None or unknown,
,54943247,,,,,,,,Faith Community Church ,,None or unknown,
,55059188,,,,,,,,Health Freedom,,None or unknown,
,55823100,,,,,,None or unknown,,Concerted Care Group,,None or unknown,
,56363924,,,Located off the intersection of Oakdale Rd and Church Ln.†,,,None or unknown,,Asylum Seekers Housing Network,,None or unknown,
,56363983,,,near intersection of Tunbridge†Road and York†Road,,,None or unknown,,Insightful Life Therapeutic Services,,None or unknown,
,56406496,,,Near the intersection of North Howard Street and West 20th†Street.,,,None or unknown,,Better Tomorrow Starts Today,,None or unknown,www.btstservices.com
,56406505,,,Near the intersection of Druid Park Drive and Towanda†Avenue.,,,None or unknown,,TIME Organization Inc. ,,None or unknown,http://www.timeorganization.org/
,56406516,,,Near intersection of Harford Road and White Avenue,nvbha2004@hotmail.com,,None or unknown,,"New Vision Behavioral Health Services, Inc",,None or unknown,www.newvisionbehavioral.org
,56406541,,,,,,None or unknown,,National Pike Health Centers,,None or unknown,http://www.nphcinc.com/
,56406541,,,Near intersection of Old Frederick Road and Orpington Road,,,None or unknown,,National Pike Health Centers,,None or unknown,http://www.nphcinc.com/
,56406555,,,Near intersection of Lexington Street and Guilford Avenue,,,None or unknown,,"Inspirations, LLC",,None or unknown,http://www.inspirationsmd.com/
,56406588,,,Located in between Ocala Avenue and Tioga Parkway off of Reisterstown Road.†,,,None or unknown,,Mt. Lebanon Baptist Church ,,None or unknown,
,56460361,,,,,,None or unknown,,Positive Steps LLC,,None or unknown,www.positivestepsllc.org
,56481540,,,Near the intersection of Kelso Drive and Nashua Court.,info@brighterstrongerfoundation.com,,None or unknown,,Brighter Stronger Foundation,,None or unknown,http://www.brighterstrongerfoundation.com 
,56662538,,,Located between West Rogers Avenue and Reisterstown†Road.,info@alloverhealthcaregroup.com,,None or unknown,,Allover Healthcare Group ,,None or unknown,www.alloverhealthcaregroup.com
,56683352,,,Located near the intersection of Metropolitan Blvd (195) and Aviation Blvd (170).†,,,None or unknown,,Operation Welcome Home,,None or unknown,
,56755788,,,,emartinez@supportkind.org,,None or unknown,,Project KIND,,None or unknown,https://supportkind.org/
,57248990,,,"Designates Cooling Centers in the county. Cooling centers will be open Mon, Aug 27th - Thurs, Aug 30th.†<br /><br /><strong>Cooling Centers</strong><br />Senior Activity Centers will be available Fri, Jun 29th, and Mon, July 2nd, 8:30AM-4PM<ul> <li>Annapolis Senior Activity Center, 119 South Villa Avenue, Annapolis</li> <li>Arnold Senior Activity Center, 44 Church Road, Arnold</li> <li>Brooklyn Park Senior Activity Center, 202 Hammonds Lane, Brooklyn Park</li> <li>O'Malley Senior Activity Center, 1275 Odenton Road, Odenton</li> <li>Pasadena Senior Activity Center, 4103 Mountain Road, Pasadena</li> <li>Pascal Senior Activity Center, 125 Dorsey Road, Glen Burnie</li> <li>South County Senior Activity Center, 27 Stepneys Lane, Edgewater</li></ul>Public Libraries will be available Fri, Jun 29-Sat, Jun 30, 9AM-5PM and Mon, July 2, 9AM-9PM<ul> <li>Annapolis Area Library: 1410 West Street, Annapolis</li> <li>Broadneck Community Library: 1275 Green Holly Drive, Annapolis</li> <li>Brooklyn Park Community Library: 1 East 11th Avenue, Baltimore</li> <li>Crofton Community Library: 1681 Riedel Road, Crofton</li> <li>Deale Community Library: 5940 Deale-Churchton Road, Deale</li> <li>Eastport-Annapolis Neck Community Library: 269 Hillsmere Drive, Annapolis</li> <li>Edgewater Community Library: 25 Stepneys Lane, Edgewater</li> <li>Glen Burnie Library: 1010 Eastway, Glen Burnie</li> <li>Linthicum Community Library: 400 Shipley Road, Linthicum</li> <li>Odenton Library: 1325 Annapolis Road, Odenton</li> <li>Maryland City at Russett Community Library: 3501 Russett Common, Laurel</li> <li>Mountain Road Community Library: 4730 Mountain Road, Pasadena</li> <li>Severna Park Community Library: 45 West McKinsey Rd</li> <li>Severn Community Library Severn Square Shopping Center, 2624 Annapolis Rd</li> <li>Riviera Beach Community Library: 1130 Duvall Highway, Pasadena</li></ul>County Police will be available Fri, Jun 29-Tues, July 3 at 8AM.<br />Community Rooms/Cooling Center have water and restrooms. Medical care is not available and pets are not allowed in cooling centers. Accommodations will be made for service animals.<ul> <li>Northern District, 939 Hammonds Lane, Baltimore</li> <li>Eastern District, 204 Pasadena Road, Pasadena</li> <li>Western District, 8273 Telegraph Road, Odenton</li> <li>Southern District, 35 Stepneys Lane, Edgewater</li></ul><strong>Transportation</strong><br />Transportation is only provided during normal business hours, Mon-Fri, 8:30AM-4PM. Call 410-222-0022.",,,None or unknown,,Maryland Cooling Centers,,None or unknown,
,57248990,,,"Declares a Code Red. Code Red has been issued for Tues, Aug 28th - Wed, Aug 29th.<br /><br /><strong>Cooling Centers</strong><br />Senior Centers<br />Open Mon-Fri, 9AM-7PM†<ul> <li>Hatton Senior Center, 2825 Fait Avenue</li> <li>John Booth, 2601 East Baltimore Street</li> <li>Oliver Senior Center, 1700 North Gay Street</li> <li>Sandtown Winchester Senior Center, 1601 Baker Street</li> <li>Waxter Center for Senior Citizens, 1000 Cathedral Street</li> <li>Zeta Senior Center, 4501 Reisterstown Road</li></ul>May be opened as secondary cooling centers. Open Mon-Fri, 9AM-7PM<ul> <li>Forest Park Senior Center, 4801 Liberty Heights Avenue, 21207</li> <li>Harford Senior Center, 4920 Harford Road, 21214 (open 10AM-2PM)</li> <li>Greenmount Senior Center, 425 East Federal Street, 21202</li> <li>Edward A. Myerberg Senior Center, 3101 Fallstaff Road, 21209</li> <li>Senior Network of North Baltimore, 5828 York Road, 21212</li></ul>Community Action Partnerships<br />Open Mon-Fri, 8:30AM-4PM and Sat-Sun, 11AM-7PM<br />Northern Community Action Partnership Center, 5225 York Road, 21212†††††††<br />Northwest Community Action Partnership Center, 3939 Reisterstown Road, 21215<br />Southern Community Action Partnership Center, 606 Cherry Hill Road, 21225 -inside the shopping center on the 2nd floor and closes at 3PM on Sun<br />Southeast Community Action Partnership Center, 3411 Bank Street, 21224<br />Eastern Community Action Partnership Center, 1731 East Chase Street, 21213<br /><br /><strong>Department of Recreation and Parks</strong><br />May be opened as secondary cooling centers. Open 8AM-8PM, with the exception of Locust Point, 10AM-6PM.<ul> <li>Chick Webb, 623 Eden Street, 21205†</li> <li>Ella Bailey, 100 East Heath Street, 21230†</li> <li>Herring Run, 5001 Sinclair Lane, 21206</li> <li>Locust Point, 1627 East Fort Avenue, 21230</li> <li>Mary Rodman, 3600 West Mulberry Street, 21229†</li> <li>Mt. Royal, 120 West Mosher Street,† 21217†</li> <li>Robert C. Marshall, 1201 Pennsylvania Avenue, 21217†</li> <li>Roosevelt, 1221 West 36th Street, 21211†</li> <li>Samuel F.B. Morse, 424 South Pulaski Street, 21223</li></ul><strong>Transportation</strong><br />Emergency transportation to and from cooling centers will be available for seniors through the CARE Taxi Card program.† Pre-enrollment is typically required for this program, but is waived during the Code Red season.† The CARE Taxi Card Program contact is MJM†Management, 1501 Sulgrave Avenue,†Suite 200. Call Mon-Fri, 8AM-5PM, 410-664-0700. The after hours number is 410-980-3350.† See <a href=http://www.caretaxicard.com/>http://www.caretaxicard.com/</a>.††<br />†",,,None or unknown,,Maryland Cooling Centers,,None or unknown,
