id,location_id,program_id,accepted_payments,alternate_name,description,eligibility,email,fees,funding_sources,application_process,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
0,168943,,,,"Provides referrals to resources for food, legal services, protective services, family services, childcare, GED, job training and employment opportunities, and substance abuse.",,,,,,,,,Cherry Hill Homes,,,,,,
0,167179,,,,"Helps at-risk children and youth find satisfying and appropriate ways of living, through counseling, psychiatric consultation, social work, parent support groups, schooling, recreation and vocational training.",,,,,,,,,Chesapeake Center for Youth Development,,,,,www.ccyd.org,
0,167969,,,,Offers mutual support and encouragement for families of persons with Down's Syndrome.,,info@cdspg.org,,,,,,,Chesapeake Down Syndrome Parent Group,,,,,www.cdspg.orginfo,
0,168431,,,,Coordinates after-school programming for students in participating Baltimore City schools.,,cfamain@childfirstauthority.org,,,,,,,Child First Authority,,,,,www.childfirstauthority.org,
0,167181,,,"Children's Guild, Inc.","Provides residential living, extended school-year, day education, and after school programs as well as outpatient mental health centers and a treatment foster care center for severely and emotionally disturbed, intellectually disabled, and autistic children and their families.",,williaml@childrensguild.org,,,,,,,Children's Guild,,,,,www.childrensguild.org,
0,167183,,,Chimes International Ltd.,"Provides comprehensive services for persons with barriers to independent living, including developmentally disabled persons.",,,,,,,,,"Chimes, Maryland",,,,,www.chimes.org,
0,167185,,,,"Rental apartments for persons ages 62 years and older, who are able to live independently. Renters pay 30% of their income, utilities included.",,renita@cchaseniorhousing.org,,,,,,,Christ Church Harbor Apartments,,,,,cchaseniorhousing.org,
0,167187,,,,"Provides emergency food, clothing, and a free meal to those in need in Baltimore City, specifically residents of zip codes 21205 and 21213.",,cumchurch@verizon.net,,,,,,,Christ UMC,,,,,www.gbgm-umc.org/baltimorecumc,
0,259792,,,,Runs a food pantry.,,,,,,,,,Christian Memorial Church,,,,,,
0,168675,,,,Provides emergency groceries to residents in Parkville/Carney area of Baltimore County.,,office@ChristusVictorOnline.org,,,,,,,Christus Victor Lutheran Church,,,,,www.christusvictorlutheran.org,
0,167193,,,,Provides emergency food and a thrift shop to residents of Baltimore City.,,,,,,,,,Church of the Guardian Angel,,,,,,
0,167194,,,,Oversees the Community Support Center.,,redeemed@crlministries.com,,,,,,,Church of the Redeemed of the Lord,,,,,www.crlministries.com,
168989,55294406,,,,,,,,,,,,,Survivors of Suicide,,,,,,
0,168575,,,,Provides referrals to affiliate churches that provide emergency food and/or clothing to residents with HIV/AIDS.,,mcbre929@aol.com,,,,,,,Churches United Against AIDS,,,,,,
0,167197,,,CPHA,"Promotes community self-help and involvement; builds coalitions to address city-wide concerns and works to strengthen neighborhoods; improves public education; and advocates for quality transit service, decent, affordable housing, and increased access to drug treatment to improve the quality of life in the Baltimore metropolitan area.",,info@cphabaltimore.org,,,,,,,Citizens Planning and Housing Association,,,,,www.cphabaltimore.org,
0,167198,,,,"Provides meals, clothing, groceries, counseling and financial assistance to city residents.",,church@thecitytemple.org,,,,,,,"City Temple Outreach of Baltimore, The",,,,,www.thecitytemple.org,
0,168571,,,Baltimore's Youth Service Corps,"Provides a variety of job training and placement services, including welfare-to-work programs, for residents of Baltimore City and Baltimore County.",,,,,,,,,Civic Works,,,,,www.civicworks.com,
0,169095,,,,"Works to increase the delivery of legal services to Maryland, Washington D.C. and Virginia clients of low and moderate income through a network of solo, small firm and community based lawyers who share a common commitment to increasing access to justice through traditional and non-traditional means.",,cj@civiljusticenetwork.org,,,,,,,Civil Justice,,,,,www.civiljusticenetwork.org,
0,31463215,,,,"Offers free GED classes, job readiness workshop, and computer lab/literacy.    ",,claypots@claypotsbaltimore.com,,,,,,,"Clay Pots, A Place to Grow",,,,,www.claypotsbaltimore.org,
0,168335,,,,"Provides information, education, advocacy and referrals to medical professionals regarding childhood lead poisoning and asthma. ",,info@ghhi.org,,,,,,,Coalition to End Childhood Lead Poisoning,,,,,www.ghhi.org,
0,1830710,,,,Provides college preparation and scholarships to Baltimore City students.,,info@collegeboundfoundation.org,,,,,,,CollegeBound Foundation,,,,,www.collegeboundfoundation.org,
0,167212,,,,"Serves low-income residents of Baltimore County only by providing food, financial assistance, emergency shelter, furniture, clothing, employment counseling and assistance, mortgage assistance, tax preparation, child care and after-school care programs, fuel assistance and weatherization.",,,,,,,,,Community Assistance Network,,,,,www.canconnects.org,
0,167261,,,,"Acts as the main office for the Catonsville, Dundalk and Essex branches of the Community College of Baltimore County offering a wide variety of academics and continuing education courses.",,,,,,,,,"Community College of Baltimore County, The",,,,,www.ccbcmd.edu,
0,168656,,,,"Provides conflict resolution services for court diversion for young offenders, alternatives to suspension, ongoing neighborhood conflicts. Adult volunteers welcome.",,info@communityconferencing.org,,,,,,,Community Conferencing Center,,,,,www.communityconferencing.org,
0,167217,,,,Provides pro bono legal services and publications to community-based organizations in Baltimore City.,,,,,,,,,Community Law Center,,,,,www.communitylaw.org,
0,167921,,,,Provides an informal negotiating process for solving problems between people.,,,,,,,,,Community Mediation Program,,,,,www.communitymediation.org,
0,168360,,,CHAI,"Offers homeownership and credit counseling for first time home buyers, apartment referrals, home repairs for seniors and assistance with home improvements for residents in northwest Baltimore.",,info@chaibaltimore.org,,,,,,,Comprehensive Housing Assistance,,,,,www.chaibaltimore.org,
0,55823100,,,,"Provides outpatient substance abuse treatment, mental health treatment, and home health services.",,wmerrick@concertedcaregroup.com,,,,,,,Concerted Care Group,,,,,https://Concerted Care Group.com,
0,167223,,,,Provides emergency food to residents of northwest Baltimore City. Also operates the share program.,,concordbaptistchurchbaltimore@gmail.com,,,,,,,Concord Baptist Church,,,,,www.concordbaptistchurch.net,
167038,55294408,,,,,,,,,,,,,Bar Association of Baltimore City,,,,,,
0,169112,,,,"Provides homeownership workshops, financial workshops, loaner programs and free lead testing.",,chcdc@coppin.edu,,,,,,,Coppin Heights Community Development Corporation,,,,,www.coppin.edu/chc,
0,168186,,,,"A post-secondary educational institution offering programs of study in Management Science, Early Childhood and Elementary Education, Special Education, Computer Science and Mathematics, History, Nursing, Psychology, Social Sciences, Criminal Justice, Social Work, General Science, Fine and Communication Arts and Language, Literature, Philosophy and Media Arts. Also offers graduate programs in Vocational Rehabilitation Counseling, Adult Education, Human Services and others.",,webmaster@coppin.edu,,,,,,,Coppin State University,,,,,www.coppin.edu,
0,167227,,,,Provides a food pantry and bagged lunch.,,,,,,,,,Corpus Christi,,,,,,
0,167693,,,SCORE,Provides free counseling to businesses and entrepreneurs by volunteer executives.,,baltimorescore@verizon.net,,,,,,,Counselors to America's Small Business,,,,,www.scorebaltimore.org,
0,204007,,,,Provides after school programming.,,info@creativealliance.org,,,,,,,Creative Alliance,,,,,www.creativealliance.org,
0,168366,,,Crossroads Center,Offers services to individuals and families who experience difficulty associated with chemical dependence.,,xroadscenters@yahoo.com,,,,,,,Crossroads Centers,,,,,,
0,219213,,,,SENIOR HOUSING: Owns 10 affordable senior housing sites in Baltimore City and Baltimore County.,,seniorhousing@csi.coop,,,,,,,CSI Support and Development,,,,,www.csi.coop,
0,167243,,,,"A halfway house/recovery home with an inpatient capacity of 17. Offers computer literacy training, HIV prevention education, counseling and recreation.",,,,,,,,,Damascus House,,,,,,
0,616574,,,,"Offers support, I&R and scholarships for those who have lost a loved one to a violent crime.",,info@davidbwrightmemorialfoundation.org,,,,,,,David B Wright Memorial Foundation,,,,,www.davidbwrightmemorialfoundation.org,
0,168862,,,"Dayspring Programs, Inc","Office was formed in 1989 to rebuild and serve the Collington Square community by offering drug treatment, preventing drug trafficking, and providing a safe, wholesome environment for area residents. Transitional housing for men and women. Also food, clothing and health care available.",,Day1Sp@aol.com,,,,,,,Dayspring Programs,,,,,www.dayspringbaltimore.com,
0,29057295,,,,Provides perishable and non-perishable food items to anyone in need. ,,deliverancethroughchrist@yahoo.com,,,,,,,Deliverance Through Jesus Christ Apostolic Faith Church,,,,,,
0,168749,,,"Dependable Nursing Services, LLC","Provides in-home health care services, such as, personal care (feeding, medication, live-in care, transfering and ambulation), chore service, behavior consultation, companionship. Also offers respite care, in-home or hospital.",,godach@aol.com,,,,,,,Dependable Nursing Services,,,,,www.dependablenursingservices.com,
0,168361,,,,"Provides homeownership & home maintenance counseling for current and prospective homeowners, and money management counseling.",,housingcounseling3@gmail.com,,,,,,,Development Corporation of Northwest Baltimore,,,,,www.thedevelopmentcorporation.org,
0,169021,,,DDA,"Provides a coordinated service delivery system so that eligible individuals receive appropriate health and human services. These services are provided through the four regional DDA offices and a wide array of community-based services. DDA takes the leadership role in working with families, providers, local and state agencies, and advocates to assure that eligible individuals and their families have access to appropriate resources.",,,,,,,,,Developmental Disabilities Administration ,,,,,www.ddamaryland.org,
0,167497,,,MDLC; Maryland Disability Law Center,Public interest law firm that advocates for children and adults with disabilities.,,,,,,,,,Disability Rights Maryland,,,,,www.DisabilityRightsMD.org,
0,167247,,,,"Offers information and assistance with most VA benefits and programs, disaster relief and transportation to medical appointments at VA Medical Centers.",,,,,,,,,Disabled American Veterans,,,,,www.dav.org/offices.htm,
0,168299,,,,Processes the entry of all civil cases filed in Baltimore City to ensure that cases are heard in a timely fashion.,,districtcourt@courts.state.md.us,,,,,,,District Court of Maryland,,,,,www.mdcourts.gov,
0,42254217,,,,"Provides a soup kitchen, food pantry, and clothing when available to residents of 21215.",,owise2@yahoo.com,,,,,,,Divine Deliverance Apostle Faith Church,,,,,,
0,168412,,,,Offers an emergency food pantry and clothing closet for Baltimore City residents living in zipcodes 21218 and 21202.,,,,,,,,,Donald Bentley Food Pantry,,,,,,
0,167249,,,,"A community organization that offers a food pantry, after school programs, an ex-offender job training program and holiday assistance.",,,,,,,,,"Door, Inc. The",,,,,www.thedoorinc.org,
0,168671,,,"Downtown Partnership of Baltimore, Inc.","Works in partnership with business owners and government agencies to identify needs, develop strategies, shape public policy, and implement programs to strengthen the economic vitality of Downtown Baltimore.",,info@dpob.org,,,,,,,Downtown Partnership of Baltimore,,,,,www.godowntownbaltimore.com,
0,27851469,,,,"Offers support groups, mentoring programs, art classes, and clothing to anyone in need. ",,info@drinkatthewell.org,,,,,,,Drink At The Well,,,,,www.drinkatthewell.org,
0,168598,,,Drum Healthy Families Maryland,This program is a part of the Baltimore's Success by Six Corporation Partnership. Families who voluntarily agree to be a part of the program are assigned a Family Service Worker who tailors services to meet individual family goals.,,,,,,,,,DRU Mondawmin Healthy Families,,,,,www.healthyfamiliesamerica.org,
0,169080,,,"Druid Heights Community Development Corporation, Inc.","A nonprofit community-based development organization whose mission is to cause, promote and encourage community self-empowerment, employment, economic development opportunities, and affordable housing.",,,,,,,,,Druid Heights Community Development Corporation,,,,,www.druidheights.com,
0,167260,,,,Offers emergency food to area residents in need.,,info@dundalkcob.org,,,,,,,Dundalk Church of The Brethren Pantry,,,,,www.dundalkcob.org,
0,167262,,,,"Provides counseling, education and support services to youth aged 12-18 and their families. Focuses on preventing crises that can result in family disruption and the entry of the child into the juvenile justice system.",,info@mydysc.org,,,,,,,Dundalk Youth Service Center,,,,,www.mydysc.org,
0,167487,,,,Offers tutoring to central Maryland residents with dyslexia.,,,,,,,,,Dyslexia Tutoring Program,,,,,www.dyslexiatutoringprogram.org,
0,9693853,,,,Provides a food pantry for individuals in need. ,,,,,,,,,East Baltimore Church of God,,,,,www.ebchurchofgod.com,
0,167265,,,,"Provides a four-part outpatient treatment plan for those who are addicted to heroin. Provides a variety of employment services including assessment of academic, health & job readiness; occupational skills training; case management services and support, job search/placement; computer skills training; literacy instruction.",,btucker@ebcconline.org,,,,,,,East Baltimore Community Corporation,,,,,www.ebcconline.org,
167212,55290233,,,,,,,,,,,,,Community Assistance Network,,,,,,
0,167269,,,,Provides emergency food to Baltimore County residents.<br />,,,,,,,,,Eastern Interfaith Outreach,,,,,,
0,168359,,,,Provides mortgage foreclosure counseling and offers resources for homeowners and prospective homeowners. ,,,,,,,,,Eastside Community Development Corporation,,,,,www.eastsidecdc.org,
0,168752,,,,Offers a noon-day meal on Thursdays,,revchaz@aol.com,,,,,,,Ebenezer AME Church,,,,,,
0,167271,,,,Provides an outpatient substance abuse counseling program.,,mpc@gmail.com,,,,,,,Echo House Multi-Service Center,,,,,www.echohouse.org,
0,167272,,,,"Offers emergency groceries to persons living in the Dundalk, Essex and Sparrows Point areas of Baltimore County.",,edgemerecog@aol.com,,,,,,,Edgemere Church of God Food Pantry,,,,,www.edgemerecog.com,
0,168493,,,"Education Based Latino Outreach, Inc. (EBLO)",Provides an after school program and cultural festivals and celebrations.,,director@eblo.org,,,,,,,Education Based Latino Outreach,,,,,www.eblo.org,
0,167276,,,,"Provides comprehensive library services to residents of Baltimore City, including loans of books, CD's, videos and DVD's; access to the Internet; community programs; services for persons who are visually or hearing-impaired; and information & referral to resources for the general public.",,geninfo@prattlibrary.org,,,,,,,Enoch Pratt Free Library,,,,,www.prattlibrary.org,
0,167277,,,,"Offers emergency food, clothing, financial assistance, and holiday assistance to Baltimore City residents in need. Entire program closed each July and August.",,office@enonbaptist-baltimore.org,,,,,,,Enon Baptist Church,,,,,,
0,169035,,,,"<span style=font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10.6667px;>Works as a development consultant with other non-profit organizations to build affordable housing and community facilities.</span>",,,,,,,,,Episcopal Housing Corporation,,,,,www.episcopalhousing.org,
0,9789514,,,,Participates in HOP.<br />,,,,,,,,,Epworth United Methodist Chapel,,,,,,
0,168046,,,EEOC,"Provides oversight and coordination of all federal equal employment opportunity regulations, practices and policies.",,,,,,,,,Equal Employment Opportunity Commission ,,,,,www.eeoc.gov,
0,168400,,,,"Provides the Eubie Blake Museum, community and traveling exhibitions regularly scheduled events and festivals and a cultural arts program for children.",,info@eubieblake.org,,,,,,,Eubie Blake National Jazz Institute and Cultural Center,,,,,www.eubieblake.org,
0,41274411,,,,Provides a food pantry to those in need.,,,,,,,,,Evergreen AME Church,,,,,,
0,42114823,,,,Harvest of Plenty site.,,,,,,,,,"Faith Baptist Church, Baltimore City",,,,,,
0,54943247,,,,Provides a food pantry and a thrift shop.,,contact@faithcommunityhamilton.org,,,,,,,Faith Community Church ,,,,,www.faithcommunityhamilton.org,
0,35553872,,,,,,,,,,,,,Faith Tabernacle Church,,,,,http://www.rghardy.org/ftc.html,
0,167287,,,"Family & Children's Services of Central Maryland, Inc.","Provides services to families to help with parent/child issues, single parenthood, child sexual abuse, family violence, teen parenting, relationship disruption and elder care/caregiving.",,info@fcsmd.org,,,,,,,Family & Children's Services of Central Maryland,,,,,www.fcsmd.org,
0,167289,,,,Devoted to supporting families attempting to prevent family violence in Baltimore County. Services designed to prevent the occurrence or reoccurrence of family violence.,,,,,,,,,Family Crisis Center of Baltimore County,,,,,www.familycrisiscenter.net,
0,167717,,,,"Offers adult, women and child medical and dental services.<br />",,inquiry@fhcb.org,,,,,,,Family Health Centers of Baltimore,,,,,www.fhcb.org,
167055,55290236,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
0,168641,,,"Family League of Baltimore City, Inc.","Provides a variety of technical assistance and support services to non-profit organizations and professionals including basic grant writing seminars, linkages to partnerships/collaborations with local initiatives.",,,,,,,,,Family League of Baltimore City,,,,,www.flbcinc.org,
0,17174779,,,FRP,"Offers substance abuse services, parenting classes, adult basic education, GED instruction, health education, and case oversight and court hearings for juveniles. <br /><br /><br />",,info@frp-inc.org,,,,,,,Family Recovery Program,,,,,www.frp-inc.org,
0,167599,,,,"Provides free services to child abuse victims, parents and at-risk adolescents. Offers support groups, school-based services, family preservation services, workshops, a men's program, home-based mentoring for teen parents, a 24-hour crisis line, and the Nurturing Program for families.",,info@familytreemd.org,,,,,,,"Family Tree, The",,,,,www.familytreemd.org,
0,168521,,,,Provides free legal representation to indigent criminal defendants in federal cases when appointed by the courts.,,,,,,,,,Federal Public Defender's Office,,,,,www.md-fd.org,
0,167297,,,,Provides emergency food to those in need once per month.,,,,,,,,,First Apostolic Faith Church Pantry,,,,,www.firstapostolicchurch.net,
0,401849,,,,"Participates in Harvest of Plenty, Thanksgiving program.<br />",,dundalkfirst@dundalkfirst.org,,,,,,,First Baptist Church of Dundalk,,,,,www.dundalkfirst.org,
0,167298,,,,Provides a soup kitchen and holiday assistance to those in need in Baltimore City.,,,,,,,,,First Baptist Church Soup Kitchen,,,,,,
0,168223,,,,Provides food and clothing.,,,,,,,,,First Emmanuel Baptist Church,,,,,,
0,166954,,,,"Sponsors a food pantry, produce giveaway, and a soup kitchen.",,firstmountcalvary@yahoo.com,,,,,,,First Mount Calvary Baptist Church,,,,,www.firstmountcalvary.com,
0,203809,,,FF&G,Runs licensed childcare and summer camps.,,,,,,,,,"Fitness Fun & Games, Inc.",,,,,ww.fitnessfunandgames.org,
0,167304,,,,Provides financial assistance for evictions and utility turn-offs and a food pantry.,,,,,,,,,Forty West Assistance & Referral Center,,,,,,
0,167307,,,,A Section-8 funded apartment complex which provides rentals for seniors and the disabled.,,,,,,,,,Foxwell Memorial Apartments,,,,,,
0,167308,,,Sisters of St. Francis of Assisi,"Operates the Franciscan Center, which provides assistance for low-income Baltimore City residents, including a soup kitchen, emergency food and clothing and other services. Also operates the St. Elizabeth school.",,info@franciscancenterbaltimore.org,,,,,,,Franciscan Sisters of Baltimore,,,,,,
0,367693,,,FACE,Provides outreach and case management services to ex-offenders.,,info@facebaltimore.org,,,,,,,Freedom Advocates Celebrating Ex-Offenders,,,,,www.facebaltimore.org,
0,10117122,,,,Provides free legal services to the LGBT community.<br />,,info@freestate-justice.org,,,,,,,FreeState Legal Project,,,,,www.freestate-justice.org,
0,167323,,,"Friends Research Institute, Inc.","Promotes health and well-being through research, grants administration, education and treatment. Provides services to adults whose lives have been affected by drugs, alcohol, or gambling.",,fri@friendsinstitute.org,,,,,,,Friends Research Institute,,,,,www.friendsresearch.org,
0,167327,,,,<p>Provides administrative support and fundraising services to the Fuel Funds in Baltimore City and the five surrounding counties. Provides no direct services.</p><br />,,info@fuelfundmaryland.org,,,,,,,"Fuel Fund of Maryland, Administrative Office",,,,,www.fuelfundmaryland.org,
0,168728,,,"Fusion Partnerships, Inc.","Provides racial diversity and tolerance training for schools, organizations and communities. Technical assistance and capacity building for non-profit start-ups. Oversees the Power Inside Program.",,info@fusiongroup.com,,,,,,,Fusion Partnerships,,,,,www.fusiongroup.org,
0,169036,,,,"Provides homeownership and housing rehabilitation counseling, technical assistance, workshops, and referral to homebuyers and existing homeowners. The Center provides information on home buying and rehabilitation financing programs, and other housing related issues.",,garwynoaks@verizon.net,,,,,,,Garwyn Oaks Housing Resource Center,,,,,www.garwynoaks.org,
0,35281678,,,,,,gatherbaltimore@gmail.com,,,,,,,Gather Baltimore,,,,,http://www.gatherbaltimore.org/,
0,168674,,,"Gaudenzia, Inc. ",Provides a range of inpatient and outpatient substance abuse treatment services.,,,,,,,,,Gaudenzia,,,,,www.gaudenzia.org,
168443,55294412,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
0,167338,,,GLCCB,"Enhances and unites women and men of the local gay and lesbian community by achieving equality, human dignity and respect for diversity.",,info@glccb.org,,,,,,,"Gay, Lesbian, Bi-Sexual & Transgender Community",,,,,www.glccb.org,
0,168250,,,,Provides transitional housing and comfort care for terminal clients. Also offers comfort care to terminal clients.,,,,,,,,,Gift of Hope Missionaries of Charity,,,,,,
0,167341,,,,"Provides value-based, information education for girls ages 5-17, through activities that develop self-confidence, leadership skills, service to the community and the ability to work effectively with others in a diverse society.",,,,,,,,,Girl Scouts of Central Maryland,,,,,www.gscm.org,
0,167343,,,,"Provides outpatient methadone and counseling programs for persons addicted to opiates, and a primary medical care center.",,ldonnard@glenwoodlife.org,,,,,,,Glenwood Life Counseling Center,,,,,,
0,167344,,,Good Shepherd Baptist Pantry,"Offers clothing, a soup kitchen and a Thanksgiving meal.",,,,,,,,,Good Shepherd Baptist Church,,,,,,
0,167345,,,Baltimore Goodwill Industries,"Offers training and employment services to the general public, including to persons with barriers to employment. Also runs thrift stores.",,info@goodwillches.org,,,,,,,Goodwill Industries of the Chesapeake,,,,,www.goodwillches.org,
0,167346,,,,"Community and church-based developer and operator of affordable, service-linked housing and social service programs.",,office@gedco.org,,,,,,,Govans Ecumenical Development Corporation (GEDCO),,,,,www.gedco.org,
0,14982140,,,,Provides a meal on Sundays. ,,office@govanspres.org,,,,,,,Govans Presbyterian Church,,,,,www.govanspres.org,
0,167347,,,"Grace and Hope Mission, Inc.",Offers clothing and emergency food to Baltimore City residents.,,,,,,,,,Grace and Hope Mission,,,,,,
0,167351,,,,"Offers free pregnancy testing and free baby items to its members. Also has a 24-hour answering service to answer questions about the center, other pregnancy centers and appointment setting. Adult volunteers and donations welcome.",,gbcpc@centerforpregnancyconcerns.org,,,,,,,Greater Baltimore Center for Pregnancy Concern,,,,,www.cpcforhelp.org,
0,168474,,,,Improves and organizes corporate and civic leadership to develop solutions to problems that affect the region's competitiveness and viability. ,,,,,,,,,Greater Baltimore Committee,,,,,www.gbc.org,
0,167352,,,GBMC,Provides general medical and surgical services and specialized community programs for the greater Baltimore area.,,,,,,,,,Greater Baltimore Medical Center ,,,,,www.gbmc.org,
0,167070,,,"Greater Baltimore Urban League, Inc.","Provides consumer services regarding: welfare rights, consumer legislation, wise shopping and credit use, insurance, energy conservation, housing pre-purchase and home improvement . Also offers employment services, including career development assistance and homeownership counseling for first time buyers. Offers workshops on consumer issues.",,info@bul.org,,,,,,,Greater Baltimore Urban League,,,,,www.bul.org,
0,168428,,,,Operates a food pantry.,,,,,,,,,Greater Grace World Outreach,,,,,www.ggwo.org,
0,168192,,,,"All women organization designed to enhance the quality of American and Jewish life through its education and Zionist youth programs. Raises funds for Israeli hospitals, welfare, and other educational programs.",,baltimore.chapter@hadassah.org,,,,,,,Hadassah,,,,,www.hadassah.org/Baltimore,
0,167360,,,,"Offers educational, recreational and parent/child programs for Hampden area residents of Baltimore City. Also offers assistance with applications.",,info@hampdenfamilycenter.org,,,,,,,Hampden Family Center,,,,,www.hampdenfamilycenter.org,
0,9219438,,,,Outpatient methadone maintenance program. ,,,,,,,,,"Hampden Health Solutions, Inc.",,,,,,
0,167364,,,"Harbel Community Organization, Inc.","Provides counseling, substance abuse programs, homeowner's assistance, and presentations to organizations for the northeast Baltimore community.",,harbel.community@juno.com,,,,,,,Harbel Community Organization,,,,,www.harbel.org,
0,167365,,,"Harford Belair Community Mental Health Center, Inc.",Provides psychiatric and psychological treatment for residents of the Harford-Belair Roads area. Provides Psychiatric Rehabilitation Program.,,,,,,,,,Harford Belair Community Mental Health Center,,,,,www.harfordbelair.org,
0,167382,,,"Health Care for the Homeless, Inc.",Provides free health care services to the homeless population in Maryland.,,info@hchmd.org,,,,,,,Health Care for the Homeless,,,,,www.hchmd.org,
167382,20152150,,,,"MOBILE HEALTH CLINIC: Provides basic health care, case management, and outreach services.",,hchmobile@hchmd.org,,,Call for information and locations.,,,,Health Care for the Homeless,,,,,www.hchmd.org,
0,55059188,,,,Offers a community-based health education and prevention program.,,,,,,,,,Health Freedom,,,,,healthfreedominc.org,
168443,55294414,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
0,167384,,,"Hearing and Speech Agency of Metropolitan Baltimore, Inc., The","Provides evaluation and treatment for children and adults with communication disorders including speech-language pathology, audiology, special education, social work, sign language, interpreters and related services.",,hasa@hasa.org,,,,,,,"Hearing & Speech Agency of Metropolitan Baltimore, The",,,,,www.hasa.org,
0,2967177,,,Hearts and Ears,"Provides support groups, arts & craft, general discussion groups, peer counseling and offers a warm line.",,info@heartsandears.org,,,,,,,"Hearts and Ears, Inc.",,,,,www.heartsandears.org,
0,169071,,,HOPE,Empowers mentally ill adults by increasing their awareness of resources in the community.,,hopebaltimore13@gmail.com,,,,,,,Helping Other People Through Empowerment ,,,,,www.hopebaltimore.com,
0,167390,,,,"Provides emergency shelter, transitional housing, a learning center for homeless men. Also sponsors a summer camp.",,,,,,,,,Helping Up Mission,,,,,www.helpingupmission.org,
30817598,55294416,,,,,,,,,,,,,Southeast Community Development Corporation,,,,,,
0,168402,,,Historic East Baltimore Family Network (HEBFN),"Operates programs that are coordinated, accessible and sensitive to the needs of families and children. Includes programs for youth development, violence & substance abuse prevention, neighborhood revitalization and public safety.",,,,,,,,,Historic East Baltimore Community Action Coalition,,,,,www.hebcac.org,
0,167391,,,,Operates a food pantry.,,,,,,,,,Holy Rosary Church Pantry,,,,,,
0,167392,,,,Provides legal representation to persons who are homeless or in danger of homelessness.,,ssantos@hprplaw.org,,,,,,,Homeless Persons Representation Project,,,,,www.hprplaw.org,
0,167394,,,,"Provides emergency food, clothing, a soup kitchen, and a children's breakfast program to Baltimore City residents.",,,,,,,,,Homestead UMC Service Center,,,,,,
0,9761522,,,Maryland Foster Youth Resource Center,"Works with transitioning foster care youth or youth already out of the foster care system. Provides information and assistance helping youth prepare to become self-sufficient. Also offers grants to possibly help with cost of living, a food and clothing closet, life skills curriculum, transitional housing, employment awareness and assistance, and a mentoring program.",,info@hope-forward.org,,,,,,,Hope Forward,,,,,www.hope-forward.org,
0,168877,,,,Provides accommodations and travel programs worldwide. Offers nearly 4500 hostels in over 70 countries with 100 hostels in the U.S. Hostels offer various affordable accommodations including camp sites and dormitory style rooms with separate quarters for men and women.,,,,,,,,,Hostelling International - USA Potomac Area Council,,,,,www.hiusa.org,
0,167400,,,"House of Ruth, Baltimore","Provides counseling and assistance to victims of physical and emotional battering through a 24-hour crisis hotline, emergency shelter, legal help and educational programs. Also provides batterers counseling for perpetrators, court appointed or voluntary.",,info@hruthmd.org,,,,,,,"House of Ruth, Maryland",,,,,www.hruth.org,
0,167361,,,,"Provides emergency food, clothing, pampers, and financial assistance for residents of zipcodes 21209 and 21211 and Baltimore City residents.",,,,,,,,,HWRMW Christian Fellowship,,,,,,
0,168485,,,"I Can't, We Can, Inc.","Operates a residential drug treatment program for men and women, and offers holiday assistance.",,,,,,,,,"I Can't, We Can",,,,,,
0,56363983,,,,,,,,,,,,,Insightful Life Therapeutic Services,,,,,www.insightfullifetherapeutic.com,
0,167604,,,Pastoral Counseling Services of Maryland,"Provides counseling for children, adolescents, adults, individuals, families and couples. Includes therapy, as well as substance abuse, and premarital counseling.",,rrodgers@inspiritmaryland.org,,,,,,,Inspirit Counseling ,,,,,www.inspiritmaryland.org,
0,56406537,,,,"Provides services to children, adolescents, adults and senior citizens - who need help with marital counseling, childhood and adolescent adjustment, alcoholism, drugs, aging, separation and divorce, feeling down and/or nervous, sexual problems, school problems, parenting and life transitions.",,,,,,,,,Institute for Life Enrichment,,,,,www.instituteforlifeenrichment.com,
0,616558,,,IBR,Conducts research and gathers behavioral health information. ,,,,,,,,,Institutes for Behavioral Resources,,,,,www.ibrinc.org,
0,56335644,,,,"The International Rescue Committee provides opportunities for refugees, asylees, victims of human trafficking, survivors of torture and other immigrants to thrive in Baltimore and around Maryland.  <br /><br />The IRC works with government bodies, civil society actors and local volunteers to help refugees and immigrants integrate and contribute to our communities. In Baltimore and other offices across the country, the IRC helps refugees and immigrants to thrive and rebuild their lives.",,,,,,,,,International Rescue Committee (IRC),,,,,https://www.rescue.org/united-states/baltimore-md,
0,260063,,,ISB,Runs a free health clinic for adults.,,,,,,,,,Islamic Society of Baltimore,,,,,www.isb.org,
0,219399,,,,Provides affordable health-care at several locations.,,,,,,,,,Jai Medical Center,,,,,www.jaimedicalcenter.com,
0,203586,,,,Provides education and professional development for parenting or pregnant teens.,,marleneajohnson@jewelhouseincorporated.org,,,By appointment only.,,,,Jewel House Incorporated,,,,,jewelhouseincorporated.org,
0,167430,,,,"Offers a wide variety of recreational, social, educational, fitness and cultural programs for all age groups.",,info@jcc.org,,,,,,,Jewish Community Center of Greater Baltimore,,,,,www.jcc.org,
0,168098,,,,"Provides services that promote human dignity, enhance self-sufficiency, and strengthen families and individuals in the Jewish community.",,,,,,,,,Jewish Community Services,,,,,www.jcsbaltimore.org,
