current_parent_categories,name,id,location_name,new_category,new_subcategory,clear_categories
,Volunteer - Facemasks,144836,COVID-19 VOLUNTEER - Flatten the Curve,,,
,Baltimore Neighbors Network,144837,Baltimore Neighbors Network,,,
,School Sites for Produce Boxes,145143,World Central Kitchen Produce Boxes,,,
,Naloxone and Fentanyl Distribution,145005,Charm City Care Connection,,,
,The Pride Center of Maryland,144042,The Pride Center of Maryland,,,
,Baltimore County Crisis Response System,143157,"Affiliated Sante Group, Baltimore County",,,
,Syringe Services,145004,Charm City Care Connection,,,
,TAP Navigator (Ayudante de elegibilidad y casos),145160,The Access Partnership (SALUD -- Se Habla Español),,,
,Phone Case Management,145003,Charm City Care Connection,,,
,Residential Program,144751,The Baltimore Station,,,
,"St. Joseph Medical Center, Cardiovascular Fitness Program",140612,"St. Joseph Medical Center, Cardiovascular Fitness Program",,,
,"St. Joseph Medical Center, Medical Services",140613,"St. Joseph Medical Center, Cardiovascular Fitness Program",,,
,"St. Joseph Medical Center, Psychiatric Services",140614,"St. Joseph Medical Center, Cardiovascular Fitness Program",,,
,Transitional Housing,144752,The Baltimore Station,,,
,Intensive Outpatient Programming,144753,The Baltimore Station,,,
,Free Meals Program,145007,"YMCA, Free Meals Program",,,
,"Hampden, Woodberry, Remington, Mt Washington Food Pantry",143939,"Hampden, Woodberry, Remington, Mt Washington Food Pantry",,,
,Saturday Food Distribution,145149,Baltimore County Food Resources,,,
,Housing for Older Adults,144250,"Mosaic Community Services, Baltimore City",,,
,Residential Rehabilitation Services (RRP),144248,"Mosaic Community Services, Baltimore City",,,
,Franklin Square Hospital Center,140181,Family Health Center at Medstar Franklin Square,,,
,211 Maryland Resource Line,145218,COVID Telephonic Call Lines,,,
,Meal Distribution for Older Adults,145148,Baltimore County Food Resources,,,
,Esperanza Center,145220,COVID Telephonic Call Lines,,,
,Food Pantry (Despensa de Alimentos),145150,Salvation Army of Central Maryland,,,
,Sinai Hospital,145221,COVID Telephonic Call Lines,,,
,Find a Volunteer,145021,Covaid,,,
,Tools,144851,The Baltimore Community ToolBank,,,
,UMD Nursing Call Line,145222,COVID Telephonic Call Lines,,,
,"Outpatient Treatment (OTP, Health Home)",144015,"Man Alive, Inc.",,,
,Senior Nutrition Program,143451,Senior Nutrition Program,,,
,"Gay, Lesbian, Bisexual, & Transgender National Youth Talkline",144043,"Gay, Lesbian, Bisexual, & Transgender National Youth Talkline",,,
,Family Resources,145224,Wylie Funeral Home,,,
,Friendship Line,145019,Institute on Aging,,,
,Loving Arms,144051,Loving Arms,,,
,Grief Support,145223,Wylie Funeral Home,,,
,"Free State Legal Project, Inc.",144045,FreeState Justice,,,
,Virtual Exercise,145213,Virtual Recreation Center,,,
,GO Center Program,142310,"Athelas Institute, Inc. Gwynn Oak Resource Center",,,
,GiveFit FREE Workout Programs,145024,GiveFit,,,
,Indoor Activities,145210,Virtual Recreation Center,,,
,HIV/AIDS Prevention Education,144492,"New Opportunities for Women, Inc.",,,
,Community Resource Center Program,142311,"Athelas Institute, Inc. Community Resource Center and Autism Program",,,
,Senior Call Check Program,145022,Senior Call Check Program,,,
,Case Management,144139,Glenwood Life Counseling Center,,,
,Mental Health Screening & Referral,144140,Glenwood Life Counseling Center,,,
,SAGEConnect,145023,Advocacy & Services for LGBT Elders,,,
,Community Living Services,139930,The Arc Baltimore Community Resource Center,,,
,Emergency Food Delivery Program,145152,Civic Works,,,
,Substance Abuse Treatment,144439,"Family Health Centers of Baltimore, Brooklyn",,,
,Service 2,144665,Testing 123_Location # 1,,,
,Service 1,144662,Testing 123_Location # 2,,,
,"Kennedy Krieger Family Center, Birth To Five Clinic",143511,"Kennedy Krieger Family Center, Birth To Five Clinic",,,
,"Kennedy Krieger Family Center, Evaluation Clinic",143512,"Kennedy Krieger Family Center, Birth To Five Clinic",,,
,"Kennedy Krieger Family Center, Family Clinic",143513,"Kennedy Krieger Family Center, Birth To Five Clinic",,,
,"Kennedy Krieger Family Center, New Start",143543,"Kennedy Krieger Family Center, Birth To Five Clinic",,,
,"Kennedy Krieger Family Center, S.T.A.R.",143515,"Kennedy Krieger Family Center, Birth To Five Clinic",,,
,"Kennedy Krieger Family Center, Unity Clinic",143510,"Kennedy Krieger Family Center, Birth To Five Clinic",,,
,"AIDS Action Baltimore, Inc.",144047,"AIDS Action Baltimore, Inc.",,,
,Service 2,144664,Testing 123_Location # 2,,,
,Baltimore Families First,143770,"Baltimore Housing, OHEP/Weatherization",,,
,Military Order of The Purple Heart,140417,"U.S. Citizenship and Immigration Services, Baltimore Field Office",,,
,Service 1,144663,Testing 123_Location # 1,,,
,Intensive Outpatient Program (IOP),144147,Glenwood Life Counseling Center,,,
,Rapid Rehousing,144870,Youth Empowered Society,,,
,"Family Tree, The",140483,"Family Tree, The",,,
,Pro Bono Counseling Project,145130,B'more for Healthy Babies,,,
,Workforce,144869,Youth Empowered Society,,,
,"Family League of Baltimore City, Inc.",143161,"Baltimore Housing, OHEP/Weatherization",,,
,Assertive Community Treatment,145030,People Encouraging People Recovery Center,,,
,C.A.R.E.S. Program,145032,People Encouraging People Recovery Center,,,
,MISA Program,145034,People Encouraging People Recovery Center,,,
,Young Adult Program,145035,People Encouraging People Recovery Center,,,
,Residential Rehabilitation Services,145039,People Encouraging People Recovery Center,,,
,Supported Living Services,145040,People Encouraging People Recovery Center,,,
,Deaf Unity,145042,People Encouraging People Recovery Center,,,
,Transitional Age Youth Program,145043,People Encouraging People Recovery Center,,,
,Forensic Program,145044,People Encouraging People Recovery Center,,,
,Youth Leadership,145048,Youth Empowered Society,,,
,Intensive Case Management,145031,People Encouraging People Recovery Center,,,
,Placement Services,145037,People Encouraging People Recovery Center,,,
,Job Coaching and Support,145038,People Encouraging People Recovery Center,,,
,Psychiatric Group Practice,145029,People Encouraging People Recovery Center,,,
,FYI: For Your Independence,145045,People Encouraging People Recovery Center,,,
,Vitality Program,145033,People Encouraging People Recovery Center,,,
,"Senior Info. & Asst., Baltimore City",141014,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,
,Attorney Grievance Commission of Maryland,140780,"Office of Child Care, Anne Arundel County",,,
,Community Living Program,145036,People Encouraging People Recovery Center,,,
,Affordable Housing,145041,People Encouraging People Recovery Center,,,
,Recovery Services for The Treatment of Addictims & Co-Ocuring disorders,145046,People Encouraging People Recovery Center,,,
,Legal Navigation,145047,Youth Empowered Society,,,
,Baltimore Community Doulas,145129,B'more for Healthy Babies,,,
,House of Ruth,145131,B'more for Healthy Babies,,,
,Training,145051,Baltimore Child Abuse Center,,,
,Housing for homeless veterans and chronically homeless veterans,145052,Project PLASE,,,
,Breast exams for ages 20+,144496,Family planning and reproductive health services (eastern location),,,
,Samaritan Community,141006,Samaritan Community,,,
,Forensic Interviews,145049,Baltimore Child Abuse Center,,,
,Priority Partners Transportation Program,144048,Priority Partners MCO,,,
,Housing for homeless indiviudals looking for permanent housing,145054,Project PLASE,,,
,SBA Debt Relief,145061,U.S. Small Business Administration,,,
,"Health, Substance Use Treatment",144831,Behavioral Health Leadership Institute Van,,,
,Recovery For Life,144364,Recovery for Life,,,
,Home Visiting Program,145055,B'more for Healthy Babies,,,
,Family Planning & Reproductive Health Services for Adults(Servicios de Planificación Familiar y Salud Reproductiva para Adultos),144933,Baltimore City Health Department Maternal and Child Health Services (Se Habla Español),,,
,Community Services,144215,"Harbel Community Organization, Inc.",,,
,ShareBaby Emergency Diapers Hub,145228,ShareBaby,,,
,"Kennedy Institute, Positive Alternative Program",143440,"Kennedy Institute, Positive Alternative Program",,,
,Standard Outpatient Treatment,144014,"Institute for Behavior Resources, Inc. Reach Health Services",,,
,Free Portable Crib Program,145058,B'more for Healthy Babies,,,
,Baltimore Infants & Toddlers Program,145056,B'more for Healthy Babies,,,
,SBA Express Bridge Loans,145060,U.S. Small Business Administration,,,
,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",145057,B'more for Healthy Babies,,,
,Electronic Monitoring Request,145229,Baltimore Action Legal Team - Jail Support Hotline,,,
,Community Bail Fund,145230,Baltimore Action Legal Team - Jail Support Hotline,,,
,No-cost Legal Advice and Possible Representation: Maryland Legal Aid,144884,Eviction Information and Resources,,,
,Treatment and Counseling Services,145050,Baltimore Child Abuse Center,,,
,Mail,144891,Franciscan Center,,,
,Educational Services (Servicios Educativos),144893,Esperanza Center (Se habla Español),,,
,Clinical Services,144077,"A Step Forward, Inc.",,,
,Connect you to food service,145069,Southeast Community Development Corporation,,,
,Antiviral Linkage Initiative (ALI),144107,Baltimore Crisis Response,,,
,Thursday walk-in food pantry (Jueves - Despensa de Alimentos sin cita previa),145067,Bea Gaddy Family Center,,,
,Food Pantry,145070,Coldstream Homestead Montebello Community Organization,,,
,Residential Units,144854,"Baltimore Crisis Response, Inc.",,,
,Drop-In Services,144867,Youth Empowered Society,,,
,Internet Essentials,145088,Comcast Internet Essentials,,,
,Social Security Administration Death Benefit,144903,Social Security Death Benefit,,,
,"Baltimore City Police Department, Western District",141217,"Baltimore City Police Department, Western District",,,
,Funeral Services,144901,March Funeral Homes,,,
,Senior and Special Population Store Hours,144852,Special Shopping Hours,,,
,Housing for homeless individuals looking for temporary housing,145053,Project PLASE,,,
,Ceremony Services,144902,Wylie Funeral Home,,,
,Brain Injury Association of Maryland,140385,Brain Injury Association of Maryland,,,
,Moveable Feast,144908,Places to Donate,,,
,Baltimore Virtual Tip Jar,144909,Places to Donate,,,
,Telehealth,145083,Child Mind Institute,,,
,United Way of Central Maryland,144907,Places to Donate,,,
,COVID-19 Emergency Fund for Artists and Freelancers,144910,Places to Donate,,,
,Symptom Checker,145084,Child Mind Institute,,,
,Baltimore County Office of Workforce Development,139941,Baltimore County Dept. of Recreation and Parks,,,
,Mental Health Resources,144918,Child Mind Institute,,,
,Discharge (Alta Médica),145158,"Triage, Respite, and Isolation Center at The Lord Baltimore Hotel (Se Habla Español)",,,
,"Total Health Care Inc., Kirk Avenue Center",141431,"Total Health Care, Inc.: Kirk Avenue Center",,,
,Sexual Health Education,144541,The Journey Center,,,
,Loveland Therapy Fund,145096,Loveland Therapy Fund,,,
,Podcast,145094,Therapy for Black Girls,,,
,"Esperanza Center, Catholic Charities",140261,"Catholic Charities of Balto., Immigration Legal Services",,,
,Birth Certificates,145164,Franciscan Center,,,
,Al-Anon & Alateen Group Meetings,139847,"Al-Anon & Alateen, Greater Baltimore Area",,,
,Free Fans,145161,COVID-19 GENERAL -- Baltimore City Health Department Aging Services,,,
,Senior Citizen Water Discount Program,145099,WATER DISCOUNT INFORMATION,,,
,Supplies (Suministros),145115,Our Daily Bread Employment Center (se habla español),,,
,Produce Boxes (Cajas de Productos Agrícolas),145100,Grocery Boxes & Produce Boxes for All (Cajas de alimentos y cajas de productos agrícolas para todos),,,
,The Salvation Army Adult Rehabilitation Center/Family Store,145233,Salvation Army of Central Maryland,,,
,"Sinai Hospital, Addictions Recovery Program",140843,Sinai Hospital Addictions Recovery Program,,,
,Acorn County,143497,"Police Athletic League (PAL), Dundalk",,,
,Helpline,145101,Disaster Distress Helpline,,,
,Central Maryland Ecumenical Council,140039,Central Maryland Ecumenical Council,,,
,Tools for Landlords,145234,COVID-19 FINANCES -- Tenant Guidance: Rent Repayment Plans,,,
,Citizenship Preparation Classes,145272,International Rescue Committee- Baltimore Resettlement Center,,,
,"Junior Achievement of Central Maryland, Inc.",142694,"Junior Achievement of Central Maryland, Inc.",,,
,Legal Services,145169,International Rescue Committee- Baltimore Resettlement Center,,,
,LGBT Health Services,145165,Chase Brexton Healthcare,,,
,ID Support,145163,Franciscan Center,,,
,Counseling,144113,"BACHS Healthcare, LLC - Baltimore",,,
,Inpatient Detoxification,145274,Tuerk House Main Campus,,,
,Vocational Programs,144112,"BACHS Healthcare, LLC - Baltimore",,,
,"On Our Own, Dundalk",142576,"Police Athletic League (PAL), Dundalk",,,
,No-cost Legal Advice and Possible Representation: Public Justice Center,145103,Eviction Information and Resources,,,
,Events (Eventos),144952,Centro SOL (Se Habla Español),,,
,No-cost Legal Advice and Possible Representation: Homeless Persons Representation Project,145104,Eviction Information and Resources,,,
,No-cost Legal Advice and Possible Representation: Disability Rights Maryland,145105,Eviction Information and Resources,,,
,"Volunteers of America Chesapeake, Inc.",141968,"Volunteers of America Chesapeake, Inc.",,,
,Housing & Transportation,144117,Behavioral Health Clinic - Downtown,,,
,Apply for Energy Assistance,145238,COVID-19 UTILITIES - Office of Home Energy Programs,,,
,Outpatient Treatment,145284,Tuerk House Main Campus,,,
,Peer Support,145276,Tuerk House Main Campus,,,
,No-cost Legal Advice and Possible Representation: Civil Justice Network,145106,Eviction Information and Resources,,,
,Bulk Fuel Fund assistance,145239,COVID-19 UTILITIES - Fuel Fund of Maryland,,,
,Salvation Army Food Delivery,145108,Maryland Access Point,,,
,Food Resources,145109,Maryland Access Point,,,
,Prince George's County Crisis Response,144009,"Affiliated Sante Group, Prince George's County",,,
,Outpatient Treatment,145282,"Sister Augusta Reilly, R.S.N. Home for Women in Recovery (Coming soon)",,,
,FREE Children’s MEALS - Grab & Go (COMIDAS GRATUITAS PARA NIÑOS - Agarrar y llevar),145170,Be a Chef for a Day (Ser cocinero por un día),,,
,Outpatient Treatment,145283,Weisman- Kaplan House (Men),,,
,Outpatient Treatment,145280,Nilsson House for Women,,,
,Outpatient Treatment,145281,Howard House for Men,,,
,Arrest Support Form,145085,Baltimore Action Legal Team - Jail Support Hotline,,,
,Peer Support,145289,Nilsson House for Women,,,
,Psychiatric Rehabilitation Programs (PRP),144118,Behavioral Health Clinic - Downtown,,,
,CASA Health Hotline,144948,CASA,,,
,Peer Support,145290,Howard House for Men,,,
,Peer Support,145291,"Sister Augusta Reilly, R.S.N. Home for Women in Recovery (Coming soon)",,,
,Peer Support,145292,Weisman- Kaplan House (Men),,,
,Gateway Project and Si Puedo,145293,House of Ruth,,,
,Covid SMS,145294,Covaid,,,
,Utility Bill Assistance,145204,COVID-19 FINANCES -- Utility Assistance,,,
,Dual Diagnosis and Evaluation,144082,"A Step Forward, Inc.",,,
,Psychiatric Rehabilitation Programs (PRP),144119,Behavioral Health Clinic - Midtown,,,
,"BCSAO, Family Bereavement Center",144697,BCSAO Victim/Witness Svc Unit,,,
,Economic Injury Disaster Loan Emergency Advance,145059,U.S. Small Business Administration,,,
,"Salvation Army, Baltimore, Booth House",140789,Salvation Army of Central Maryland,,,
,Veterans Services Center,144698,"Mosaic Community Services, Broadway",,,
,Partners in Recovery,144700,"Mosaic Community Services, Baltimore City",,,
,"Maryland Cooperative Extension, Cecil County",141238,"Maryland Cooperative Extension, Cecil County",,,
,Intake Screening Assessment,144150,Belair Health Solutions,,,
,Thanksgiving Food Giveaway,145301,Thanksgiving Food Giveaway,,,
,Breakfast Service (Servicio de desayuno),145208,Beans and Bread Homeless Day Resource Center (Centro de recursos para personas sin hogar Beans and Bread),,,
,Adult Psychiatric Rehabilitation Program (PRP),145326,Allover Healthcare Community,,,
,Psychiatric Rehabilitation Program,145327,Allover Healthcare Community,,,
,Food (Alimentos),145209,YO! Baltimore West (COMIDA),,,
,Youth Success Program,145298,International Rescue Committee- Baltimore Resettlement Center,,,
,Weekly Produce Boxes Distribution (Distribución semanal de cajas de productos agrícolas),145171,Be a Chef for a Day (Ser cocinero por un día),,,
,Baltimore City Needle Exchange Program (Programa de Intercambio de Agujas),144897,Baltimore City Needle Exchange Program (NEP) (Se Habla Español),,,
,Diapers (Pañales),145027,Centro SOL (Se Habla Español),,,
,Emergency Meal Service,145303,Baltimore Safe Haven,,,
,COVID-19 Rapid Response Fund (Fondo de respuesta rápida para COVID-19),144988,Mission Asset Fund (Se Habla Español),,,
,Esperanza Center Health Clinic (Clínica de Salud) (ECHC),144894,Esperanza Center (Se habla Español),,,
,Energy Assistance,144885,ELECTRIC & GAS ENERGY ASSISTANCE,,,
,Homeless Services,145308,"Health Care for the Homeless, Inc, West Baltimore",,,
,Homeless Services,145310,"Health Care for the Homeless, Inc., Baltimore City",,,
,"Baltimore City DSS, In-Home Aide Services",141313,"Baltimore City DSS, Child Care Program",,,
,Intensive Outpatient Program (IOP),144154,"Beyond This Day Behavioral Health, Inc",,,
,Outpatient Program (OP),144155,"Beyond This Day Behavioral Health, Inc",,,
,Comprehensive Screening and Assessments,144157,"Bon Secours, New Hope Treatment Center",,,
,Community Giveaway,145304,Project PLASE,,,
,"Family Health Centers of Baltimore, Calvert Street Center",142994,"Family Health Centers of Baltimore, Calvert Street Center",,,
,Urinalysis,144151,Belair Health Solutions,,,
,Annual Physicals,144152,Belair Health Solutions,,,
,Homeless Services,145309,"Health Care for the Homeless, Inc., Baltimore County",,,
,Psychiatric Rehabilitation Program (PRP),144156,"Beyond This Day Behavioral Health, Inc",,,
,Housing Opportunities and Stability Program,145311,Weinberg Housing Resource Center,,,
,Transitional and Supportive Housing,145313,City of Refuge,,,
,Transitional Housing,145318,Prospect Place,,,
,Education & Counseling,144166,"Bon Secours, New Hope Treatment Center",,,
,Primary Care,144167,"Bon Secours, New Hope Treatment Center",,,
,"My Sister's Place Drop-In Center (Women's Center), Catholic Charities",140976,"My Sister's Place Drop-In Center, Catholic Charities",,,
,Supportive Housing,145314,Don Miller Homes,,,
,MEDICATION MANAGEMENT,144073,"All Walks of Life, LLC",,,
,"My Sister's Place Lodge, Catholic Charities",140442,My Sister's Place Lodge,,,
,Self-Help Support Groups-Methadone Anonymous,144161,"Bon Secours, New Hope Treatment Center",,,
,Smoking Cessation,144164,"Bon Secours, New Hope Treatment Center",,,
,Relapse Prevention Family,144165,"Bon Secours, New Hope Treatment Center",,,
,Addiction Recovery,144114,Behavioral Health Clinic - Downtown,,,
,Patient Advisory Board,144162,"Bon Secours, New Hope Treatment Center",,,
,"HIV Education, Counseling and Testing",144168,"Bon Secours, New Hope Treatment Center",,,
,Comprehensive Screening and Assessments,144169,"Bon Secours, Adapt Cares",,,
,Support groups,144704,"Arundel House of Hope, Community Recovery Center",,,
,Outpatient Psychiatric and Therapeutic Services,144706,Balance Point Wellness Baltimore,,,
,Way Station at Howard County,141459,Way Station at Howard County,,,
,Self-Help Support Groups-Methadone Anonymous,144173,"Bon Secours, Adapt Cares",,,
,Way Station Camp Journey Respite Program,143506,Way Station Camp Journey Respite Program,,,
,Acupuncture,144707,Balance Point Wellness Baltimore,,,
,"Key Point Health Services, Inc., Catonsville",142540,"Key Point Health Services, Inc., Catonsville",,,
,"Homeless Families Project, Baltimore City Head Start",140914,"Baltimore Housing, OHEP/Weatherization",,,
,Woodbourne Day School,141221,Woodbourne Day School BCPS,,,
,Patient Advisory Board,144174,"Bon Secours, Adapt Cares",,,
,"Baltimore City DSS, Eviction Prevention Program",143540,"Baltimore City DSS, Eviction Prevention Program",,,
,"Baltimore City DSS, Family Preservation Services",141309,"Baltimore City DSS, Family Preservation Services",,,
,Overdose Prevention,144175,"Bon Secours, Adapt Cares",,,
,"Baltimore City DSS, HEESU",141312,"Baltimore City DSS, HEESU",,,
,Smoking Cessation,144177,"Bon Secours, Adapt Cares",,,
,"Baltimore City DSS, Medical Assistance",141314,"Baltimore City DSS, Medical Assistance",,,
,"HIV Education, Counseling and Testing",144179,"Bon Secours, Adapt Cares",,,
,"Baltimore City DSS, Project Home",141315,"Baltimore City DSS, Project Home",,,
,"Baltimore City DSS, Social Services to Adults",141956,"Baltimore City DSS, Social Services to Adults",,,
,Psychological Testing,144086,ABA Health Services,,,
,Relapse Prevention,144176,"Bon Secours, Adapt Cares",,,
,Baltimore Rescue Mission,139952,Men's Division,,,
,Case Management,144033,The Harry and Jeanette Housing and Resource Center,,,
,"Inspirations, LLS",144062,"Inspiration, LLC",,,
,Emergency Homeless Shelter,144032,The Harry and Jeanette Housing and Resource Center,,,
,Homeless shelter,144034,Karis Home for Women and Children,,,
,Transitional Housing,144036,New Vision House of Hope,,,
,University of Maryland Drug Treatment Center,142425,"University of Maryland, Center for Infants & Child Loss",,,
,Bon Secours Family Support Center,143048,"Baltimore City Health Dept., WIC - Bon Secours Community Center",,,
,LEAD,144105,Baltimore Crisis Response,,,
,"AIDS Action Baltimore, Inc.",141461,"AIDS Action Baltimore, Inc.",,,
,Economic Success,142797,Center for Urban Families,,,
,AIDS Interfaith Residential Services (AIRS),139846,Homeless Persons Representation Project,,,
,Co-Occurring Disorder,144187,"Bridging The Gap Services, LLC",,,
,DUI/DWI Education,144188,"Bridging The Gap Services, LLC",,,
,Methadone Maintenance,144193,"By Grace, Inc (counseling services)",,,
,CPR & ECC training,144668,American Heart Association,,,
,DWI/DUI Program,144194,"By Grace, Inc (counseling services)",,,
,"Baltimore City Public Schools, Child Find Unit",140814,BCPS Child Find Unit,,,
,Community Referrals,144242,"MISHA House, LLC",,,
,Professional Development,144190,"Bridging The Gap Services, LLC",,,
,Home Care,144556,Active Day of Timonium,,,
,Laboratory Services,144093,American Psychiatric Group,,,
,Behavior and Communication Resource Services,144689,"Athelas Institute, Inc. Community Resource Center and Autism Program",,,
,"Baltimore City Commission on Aging & Retire., Adult Day Care",141160,"Baltimore City Commission on Aging & Retire., Adult Day Care",,,
,"Baltimore City Commission on Aging & Retire., Ombudsman Program",141161,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,
,"Baltimore City Commission on Aging & Retire., Public Guardianship",141162,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,
,"Baltimore City Commission on Aging & Retire., Senior Care Program",141163,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,
,Day Habitation Program,144690,"Athelas Institute, Inc. Experience Unlimited Program",,,
,"Senior Health Insurance Assistance Program (SHIP), Baltimore City",143822,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,
,Home Visiting Services,144423,"Baltimore City Health Dept., The Healthy Home Division",,,
,"Baltimore Housing, Home Ownership & Rehabilitation Services",140912,"Baltimore Housing, Home Ownership & Rehabilitation Services",,,
,"Baltimore Housing, OHEP/Weatherization",140952,"Baltimore Housing, OHEP/Weatherization",,,
,"Baltimore Housing, Our House",140477,"Baltimore Housing, Our House",,,
,Child Development Center,142866,Child Development Center,,,
,Dunbar Day Care Center,142865,Dunbar Day Care Center,,,
,"Housing Choice Voucher Program, Baltimore City",140915,"Housing Choice Voucher Program, Baltimore City",,,
,Latrobe Homes,143301,Latrobe Homes,,,
,BCPS Child Find Unit,144691,Baltimore City Public School System,,,
,"Baltimore Housing, Family Enhancement Unit",140880,"Baltimore Housing, Family Enhancement Unit",,,
,"Baltimore Housing, Family Self-Sufficiency",142217,"Baltimore Housing, Family Enhancement Unit",,,
,Home Visiting Services,144424,Community Asthma Program,,,
,"Baltimore City Health Department, Community Asthma Program",142405,"Baltimore City Health Department, Administration",,,
,Group Education Sessions/ Healthy Home Gatherings,144196,"Baltimore City Health Department, Childhood Lead Poisoning Prevention and Environmental Case Management Program",,,
,Point-of-Care Lead Testing,144197,"Baltimore City Health Department, Childhood Lead Poisoning Prevention and Environmental Case Management Program",,,
,Lead Case Management,144198,"Baltimore City Health Department, Childhood Lead Poisoning Prevention and Environmental Case Management Program",,,
,Assisted Living,144692,Augsburg Village,,,
,Jewish Big Brother & Big Sister League and Jewish Addiction Srvs.,140926,Jewish Big Brother & Big Sister League and Jewish Addiction Srvs.,,,
,Jewish Community Services,140927,Jewish Big Brother & Big Sister League and Jewish Addiction Srvs.,,,
,"Jewish Community Services, Howard County",142046,"Jewish Community Services, Howard County",,,
,"Jewish Community Services, Legal Services",142899,Jewish Big Brother & Big Sister League and Jewish Addiction Srvs.,,,
,Police Athletic League,143498,Police Athletic League Centers,,,
,Sheppard Pratt at Ellicott City,140650,Sheppard Pratt at Ellicott City,,,
,Baltimore City Child Care Resource Center (BCCCRC),141499,Baltimore City Child Care Resource Center,,,
,Psychiatric Rehabilitation Program (PRP),144109,"BACHS Healthcare, LLC - Baltimore",,,
,LGBTQ Support Programs,142433,Adolescent STAR TRACK Program at University of Maryland,,,
,"University of Maryland, Center for Infants & Child Loss",142333,"University of Maryland, Center for Infants & Child Loss",,,
,Disability Products,143358,AbleData,,,
,Behavioral Health Partners of Frederick,143682,Behavioral Health Partners of Frederick,,,
,"Catholic Charities of Balto., Immigration Legal Services",140920,"Catholic Charities of Balto., Immigration Legal Services",,,
,Home Care,144558,Active Day of Arbutus,,,
,Substance Use Disorder Treatment,144440,"Family Health Centers of Baltimore, Cherry Hill Center",,,
,Adult Day Health Care,144559,Active Day of Baltimore,,,
,Families First Counseling,144204,Families First Counseling,,,
,Workforce Development,144432,Changing Lives at Home,,,
,Adult Day Health Care,144560,Active Day of Randallstown,,,
,Christopher Place Employment Academy,140819,Christopher Place Employment Academy,,,
,Division of Youth and Young Adult Ministry,143894,Division of Youth and Young Adult Ministry,,,
,Insightful Life Therapeutic Services,144203,Insightful Life Therapeutic Services,,,
,Helping Other People Through Empowerment (HOPE),143890,Helping Other People Through Empowerment (HOPE),,,
,Our Daily Bread Employment Center,143778,Christopher Place Employment Academy,,,
,Adult Day Health Care,144561,Active Day of Parkville,,,
,Adult Day Health Care,144563,Active Day of Timonium,,,
,Individual and Group Counseling,144208,Hampden Health Solutions at the Rail,,,
,Methadone Administration,144209,Hampden Health Solutions at the Rail,,,
,Housing Partnership Workshop and Counceling Services,144214,"Harbel Community Organization, Inc.",,,
,Urinalysis,144211,Hampden Health Solutions at the Rail,,,
,Annual Physicals,144212,Hampden Health Solutions at the Rail,,,
,Intake Screening Assessment,144210,Hampden Health Solutions at the Rail,,,
,TB & Pregnancy tests,144213,Hampden Health Solutions at the Rail,,,
,Adult Day Health Care,144565,Active Day of Arbutus,,,
,Substance Abuse Treatment,144206,"Omnis Health Life, LLC",,,
,St. Vincent de Paul Society of Baltimore,140634,Division of Youth and Young Adult Ministry,,,
,Home Care,144553,Active Day of Baltimore,,,
,AIDS Interfaith Residential Services,144217,A.I.R.S.,,,
,Substance Use Treatment,144438,"Chase Brexton Health Services, Inc., Glen Burnie",,,
,Home Care,144554,Active Day of Parkville,,,
,Home Care,144552,Active Day of Randallstown,,,
,Rehabilitation,144693,Augsburg Village,,,
,Financial Assistance Grants,142250,American Kidney Fund,,,
,Disaster Relief,144669,American Red Cross,,,
,"Baltimore City Health Dept., Adult School and Community Health",140897,"Baltimore City Health Department, Administration",,,
,Prevention and Recovery Center,144216,"Harbel Community Organization, Inc.",,,
,Transportation,144444,"Family Health Centers of Baltimore, Brooklyn",,,
,Transportation,144443,"Family Health Centers of Baltimore, Cherry Hill Center",,,
,"Alzheimer's Association, Hagerstown",143114,"Division of Rehabilitation Services, Region I, Western Maryland",,,
,Free and Confidential Case Management,144566,The Pride Center of Maryland,,,
,Drug and Alcohol Addiction,144230,Penn-North Recovery Center,,,
,Mental Health Therapy and Counseling,144084,ABA Health Services,,,
,Psychiatric Visits,144052,ABA Health Services,,,
,Elder Coffee Hour,144568,The Pride Center of Maryland,,,
,Bright Horizons,144218,Bright Horizons,,,
,Substance Abuse Treatment,144479,"Glass Substance Abuse Program, Inc.",,,
,Giovanni's Room Open Mic,144569,The Pride Center of Maryland,,,
,Therapeutic Behavioral Services,144087,ABA Health Services,,,
,BACHS Healthcare,144219,BACHS Healthcare,,,
,Medical Services,144441,"Family Health Centers of Baltimore, Brooklyn",,,
,Psychiatric Rehabilitation Program,144089,ABA Health Services,,,
,Pregnancy Testing,139866,Alpha Pregnancy Center,,,
,Parkinson's Disease and Movement Disorder Center of Johns Hopkins,142353,Parkinson's Disease and Movement Disorder Center of Johns Hopkins,,,
,Support Groups,144571,"The ALS Association, DC-MD-VA Chapter",,,
,"Men's Health Center, The",143058,"Baltimore City Health Dept., Druid Health District",,,
,Educational Services,144223,Marian House (substance treatment center),,,
,Employment Assistance and Placement,144224,Marian House (substance treatment center),,,
,Living with Type 2 Diabetes Program,144483,"American Diabetes Association, Baltimore Location",,,
